"response_id","mobility_difficulty","rating"
"GEN24_1005457","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005457","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005469","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005469","Remembering or concentrating","4 - No difficulty"
"GEN24_1005469","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005469","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005470","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005470","Remembering or concentrating","4 - No difficulty"
"GEN24_1005470","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005470","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005474","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005474","Remembering or concentrating","4 - No difficulty"
"GEN24_1005474","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005474","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005475","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005475","Remembering or concentrating","4 - No difficulty"
"GEN24_1005475","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005475","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005486","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005486","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005486","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005486","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005506","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005506","Remembering or concentrating","4 - No difficulty"
"GEN24_1005506","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005506","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005514","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005514","Remembering or concentrating","4 - No difficulty"
"GEN24_1005514","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005514","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005527","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005527","Remembering or concentrating","4 - No difficulty"
"GEN24_1005527","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005527","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005528","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005528","Remembering or concentrating","4 - No difficulty"
"GEN24_1005528","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005528","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005529","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005529","Remembering or concentrating","4 - No difficulty"
"GEN24_1005529","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005529","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005535","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005535","Remembering or concentrating","4 - No difficulty"
"GEN24_1005535","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005535","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005536","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005536","Remembering or concentrating","4 - No difficulty"
"GEN24_1005536","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005536","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005537","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005537","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005537","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005537","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005538","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005538","Remembering or concentrating","4 - No difficulty"
"GEN24_1005538","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005538","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005541","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005541","Remembering or concentrating","4 - No difficulty"
"GEN24_1005541","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005541","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005547","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005547","Remembering or concentrating","4 - No difficulty"
"GEN24_1005547","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005547","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005552","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005552","Remembering or concentrating","4 - No difficulty"
"GEN24_1005552","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005552","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005581","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005581","Remembering or concentrating","4 - No difficulty"
"GEN24_1005581","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005581","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005582","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005582","Remembering or concentrating","4 - No difficulty"
"GEN24_1005582","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005582","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005592","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005592","Remembering or concentrating","4 - No difficulty"
"GEN24_1005592","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005592","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005595","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005595","Remembering or concentrating","4 - No difficulty"
"GEN24_1005595","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005595","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005599","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005599","Remembering or concentrating","4 - No difficulty"
"GEN24_1005599","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005599","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005606","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005606","Remembering or concentrating","4 - No difficulty"
"GEN24_1005606","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005606","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005608","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005608","Remembering or concentrating","4 - No difficulty"
"GEN24_1005608","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005608","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005609","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005609","Remembering or concentrating","4 - No difficulty"
"GEN24_1005609","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005609","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005611","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005611","Remembering or concentrating","4 - No difficulty"
"GEN24_1005611","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005611","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005616","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005616","Remembering or concentrating","4 - No difficulty"
"GEN24_1005616","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005616","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005618","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005618","Remembering or concentrating","4 - No difficulty"
"GEN24_1005618","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005618","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005622","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005622","Remembering or concentrating","4 - No difficulty"
"GEN24_1005622","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005622","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005627","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005627","Remembering or concentrating","4 - No difficulty"
"GEN24_1005627","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005627","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005630","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005630","Remembering or concentrating","4 - No difficulty"
"GEN24_1005630","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005630","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005640","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005640","Remembering or concentrating","4 - No difficulty"
"GEN24_1005640","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005640","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005641","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005641","Remembering or concentrating","4 - No difficulty"
"GEN24_1005641","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005641","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005642","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005642","Remembering or concentrating","4 - No difficulty"
"GEN24_1005642","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005642","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005645","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005645","Remembering or concentrating","4 - No difficulty"
"GEN24_1005645","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005645","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005647","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005647","Remembering or concentrating","4 - No difficulty"
"GEN24_1005647","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005647","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005661","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005661","Remembering or concentrating","4 - No difficulty"
"GEN24_1005661","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005661","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005667","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005667","Remembering or concentrating","4 - No difficulty"
"GEN24_1005667","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005667","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005668","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005668","Remembering or concentrating","4 - No difficulty"
"GEN24_1005668","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005668","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005670","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005670","Remembering or concentrating","4 - No difficulty"
"GEN24_1005670","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005670","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005681","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005681","Remembering or concentrating","4 - No difficulty"
"GEN24_1005681","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005681","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005683","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005683","Remembering or concentrating","4 - No difficulty"
"GEN24_1005683","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005683","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005702","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005702","Remembering or concentrating","4 - No difficulty"
"GEN24_1005702","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005702","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005704","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005704","Remembering or concentrating","4 - No difficulty"
"GEN24_1005704","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005704","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005705","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005705","Remembering or concentrating","4 - No difficulty"
"GEN24_1005705","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005705","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005708","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005708","Remembering or concentrating","4 - No difficulty"
"GEN24_1005708","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005708","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005713","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005713","Remembering or concentrating","4 - No difficulty"
"GEN24_1005713","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005713","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005714","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005714","Remembering or concentrating","4 - No difficulty"
"GEN24_1005714","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005714","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005716","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005716","Remembering or concentrating","4 - No difficulty"
"GEN24_1005716","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005716","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005722","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005722","Remembering or concentrating","4 - No difficulty"
"GEN24_1005722","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005722","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005725","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005725","Remembering or concentrating","4 - No difficulty"
"GEN24_1005725","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005725","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005726","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005726","Remembering or concentrating","4 - No difficulty"
"GEN24_1005726","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005726","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005728","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005728","Remembering or concentrating","4 - No difficulty"
"GEN24_1005728","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005728","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005729","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005729","Remembering or concentrating","4 - No difficulty"
"GEN24_1005729","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005729","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005733","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005733","Remembering or concentrating","4 - No difficulty"
"GEN24_1005733","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005733","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005736","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005736","Remembering or concentrating","4 - No difficulty"
"GEN24_1005736","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005736","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005738","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005738","Remembering or concentrating","4 - No difficulty"
"GEN24_1005738","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005738","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005745","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005745","Remembering or concentrating","4 - No difficulty"
"GEN24_1005745","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005745","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005746","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005746","Remembering or concentrating","4 - No difficulty"
"GEN24_1005746","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005746","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005747","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005747","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005747","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005747","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005748","Hearing, even if using a hearing device","Prefer not to say"
"GEN24_1005748","Remembering or concentrating","Prefer not to say"
"GEN24_1005748","Seeing, even when wearing glasses","Prefer not to say"
"GEN24_1005748","Walking or climbing stairs","Prefer not to say"
"GEN24_1005749","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005749","Remembering or concentrating","4 - No difficulty"
"GEN24_1005749","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005749","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005753","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005753","Remembering or concentrating","4 - No difficulty"
"GEN24_1005753","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005753","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005754","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005754","Remembering or concentrating","4 - No difficulty"
"GEN24_1005754","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005754","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005759","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005759","Remembering or concentrating","4 - No difficulty"
"GEN24_1005759","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005759","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005763","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005763","Remembering or concentrating","4 - No difficulty"
"GEN24_1005763","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005763","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005767","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005767","Remembering or concentrating","4 - No difficulty"
"GEN24_1005767","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005767","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005768","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005768","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005768","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005768","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005769","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005769","Remembering or concentrating","4 - No difficulty"
"GEN24_1005769","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005769","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005774","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005774","Remembering or concentrating","4 - No difficulty"
"GEN24_1005774","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005774","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005775","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005775","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005775","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005775","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005776","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005776","Remembering or concentrating","4 - No difficulty"
"GEN24_1005776","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005776","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005777","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005777","Remembering or concentrating","4 - No difficulty"
"GEN24_1005777","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005777","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005779","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005779","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005779","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005779","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005780","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005780","Remembering or concentrating","4 - No difficulty"
"GEN24_1005780","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005780","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005784","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005784","Remembering or concentrating","4 - No difficulty"
"GEN24_1005784","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005784","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005785","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005785","Remembering or concentrating","4 - No difficulty"
"GEN24_1005785","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005785","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005792","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005792","Remembering or concentrating","4 - No difficulty"
"GEN24_1005792","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005792","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005807","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005807","Remembering or concentrating","4 - No difficulty"
"GEN24_1005807","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005807","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005809","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005809","Remembering or concentrating","4 - No difficulty"
"GEN24_1005809","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005809","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005813","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005813","Remembering or concentrating","4 - No difficulty"
"GEN24_1005813","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005813","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005817","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005817","Remembering or concentrating","4 - No difficulty"
"GEN24_1005817","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005817","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005822","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005822","Remembering or concentrating","4 - No difficulty"
"GEN24_1005822","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005822","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005823","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005823","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005823","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005823","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005825","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005825","Remembering or concentrating","4 - No difficulty"
"GEN24_1005825","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005825","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005830","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005830","Remembering or concentrating","4 - No difficulty"
"GEN24_1005830","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005830","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005835","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005835","Remembering or concentrating","4 - No difficulty"
"GEN24_1005835","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005835","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005836","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005836","Remembering or concentrating","4 - No difficulty"
"GEN24_1005836","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005836","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005841","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005841","Remembering or concentrating","4 - No difficulty"
"GEN24_1005841","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005841","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005842","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005842","Remembering or concentrating","4 - No difficulty"
"GEN24_1005842","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005842","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005847","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005847","Remembering or concentrating","3 - Some difficulty"
"GEN24_1005847","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005847","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005852","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005852","Remembering or concentrating","4 - No difficulty"
"GEN24_1005852","Seeing, even when wearing glasses","3 - Some difficulty"
"GEN24_1005852","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005866","Hearing, even if using a hearing device","3 - Some difficulty"
"GEN24_1005866","Remembering or concentrating","4 - No difficulty"
"GEN24_1005866","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005866","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005869","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005869","Remembering or concentrating","4 - No difficulty"
"GEN24_1005869","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005869","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005873","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005873","Remembering or concentrating","4 - No difficulty"
"GEN24_1005873","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005873","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005876","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005876","Remembering or concentrating","4 - No difficulty"
"GEN24_1005876","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005876","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005877","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005877","Remembering or concentrating","4 - No difficulty"
"GEN24_1005877","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005877","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005878","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005878","Remembering or concentrating","4 - No difficulty"
"GEN24_1005878","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005878","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005879","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005879","Remembering or concentrating","4 - No difficulty"
"GEN24_1005879","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005879","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005881","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005881","Remembering or concentrating","4 - No difficulty"
"GEN24_1005881","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005881","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005884","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005884","Remembering or concentrating","4 - No difficulty"
"GEN24_1005884","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005884","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005889","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005889","Remembering or concentrating","4 - No difficulty"
"GEN24_1005889","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005889","Walking or climbing stairs","3 - Some difficulty"
"GEN24_1005891","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005891","Remembering or concentrating","4 - No difficulty"
"GEN24_1005891","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005891","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005897","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005897","Remembering or concentrating","4 - No difficulty"
"GEN24_1005897","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005897","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005899","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005899","Remembering or concentrating","4 - No difficulty"
"GEN24_1005899","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005899","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005901","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005901","Remembering or concentrating","4 - No difficulty"
"GEN24_1005901","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005901","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005907","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005907","Remembering or concentrating","4 - No difficulty"
"GEN24_1005907","Seeing, even when wearing glasses","4 - No difficulty"
"GEN24_1005907","Walking or climbing stairs","4 - No difficulty"
"GEN24_1005909","Hearing, even if using a hearing device","4 - No difficulty"
"GEN24_1005909","Remembering or concentrating","4 - No difficulty"
