"response_id","visited_before_or_after","country","nights"
"GEN24_1014883","After","Singapore",2
"GEN24_1014883","Before","Singapore",2
"GEN24_1014887","After","Singapore",2
"GEN24_1014887","Before","Singapore",1
"GEN24_1014902","After","Singapore",1
"GEN24_1014902","Before","Singapore",1
"GEN24_1014961","Before","Australia",15
"GEN24_1014965","Before","Malaysia",3
"GEN24_1014975","After","Canada",1
"GEN24_1014975","Before","Canada",1
"GEN24_1014978","Before","United States of America",1
"GEN24_1014989","Before","Australia",10
"GEN24_1015012","After","Australia",1
"GEN24_1015015","After","Australia",16
"GEN24_1015015","Before","Australia",7
"GEN24_1015018","Before","Australia",1
"GEN24_1015026","Before","Cook Islands",7
"GEN24_1015038","Before","Australia",1
"GEN24_1015041","Before","Australia",5
"GEN24_1015066","After","Australia",8
"GEN24_1015066","After","Viet Nam",99
"GEN24_1015066","Before","Australia",4
"GEN24_1015066","Before","Viet Nam",99
"GEN24_1015082","Before","Germany",1
"GEN24_1015113","After","Australia",21
"GEN24_1015113","After","United Arab Emirates",2
"GEN24_1015118","Before","Australia",10
"GEN24_1015139","After","Fiji",3
"GEN24_1015139","Before","Australia",7
"GEN24_1015175","Before","Singapore",1
"GEN24_1015189","Before","Singapore",3
"GEN24_1015191","After","Korea, Republic of",1
"GEN24_1015191","After","Netherlands",1
"GEN24_1015191","Before","England",1
"GEN24_1015194","After","Singapore",2
"GEN24_1015198","Before","Singapore",1
"GEN24_1015202","Before","Singapore",3
"GEN24_1015210","After","Korea, Republic of",1
"GEN24_1015243","After","Australia",11
"GEN24_1015260","Before","United Arab Emirates",1
"GEN24_1015294","Before","Australia",7
"GEN24_1015343","After","United Arab Emirates",1
"GEN24_1015378","After","Singapore",2
"GEN24_1015378","Before","Singapore",3
"GEN24_1015414","After","Australia",2
"GEN24_1015414","Before","Australia",2
"GEN24_1015442","Before","Australia",23
"GEN24_1015446","After","Australia",3
"GEN24_1015519","Before","Australia",8
"GEN24_1015526","After","United States of America",30
"GEN24_1015526","Before","United States of America",30
"GEN24_1015529","Before","United Arab Emirates",1
"GEN24_1015532","Before","United Arab Emirates",1
"GEN24_1015535","After","United Arab Emirates",2
"GEN24_1015542","After","China, People's Republic of",45
"GEN24_1015552","After","Japan",3
"GEN24_1015552","Before","Singapore",3
"GEN24_1015572","Before","Australia",6
"GEN24_1015594","After","Singapore",3
"GEN24_1015594","Before","Australia",5
"GEN24_1015594","Before","Singapore",3
"GEN24_1015594","Before","United Arab Emirates",2
"GEN24_1015622","After","United States of America",3
"GEN24_1015622","Before","United States of America",6
"GEN24_1015633","Before","Australia",1
"GEN24_1015677","After","Canada",3
"GEN24_1015677","Before","Canada",3
"GEN24_1015678","After","Australia",3
"GEN24_1015680","After","United States of America",1
"GEN24_1015681","After","Australia",3
"GEN24_1015700","After","Korea, Republic of",1
"GEN24_1015704","After","Korea, Republic of",5
"GEN24_1015716","After","Japan",5
"GEN24_1015716","Before","Japan",2
"GEN24_1015734","After","Singapore",1
"GEN24_1015734","Before","United States of America",6
"GEN24_1015742","Before","Singapore",3
"GEN24_1015745","After","Australia",7
"GEN24_1015745","Before","Australia",17
"GEN24_1015784","Before","Malaysia",4
"GEN24_1015793","Before","Australia",10
"GEN24_1015801","After","Australia",1
"GEN24_1015805","After","Australia",3
"GEN24_1015811","After","China, People's Republic of",6
"GEN24_1015846","After","Singapore",3
"GEN24_1015857","After","Singapore",1
"GEN24_1015857","After","Viet Nam",27
"GEN24_1015857","Before","Singapore",3
"GEN24_1015884","After","Canada",1
"GEN24_1015884","Before","Canada",1
"GEN24_1015935","After","Australia",31
"GEN24_1015974","After","Singapore",1
"GEN24_1015974","Before","United States of America",1
"GEN24_1015975","After","Singapore",2
"GEN24_1015982","After","Korea, Republic of",4
"GEN24_1015982","Before","Australia",8
"GEN24_1015982","Before","Japan",11
"GEN24_1016032","Before","Australia",4
"GEN24_1016049","After","Australia",5
"GEN24_1016066","After","Australia",14
"GEN24_1016068","After","Australia",1
"GEN24_1016068","Before","Australia",1
"GEN24_1016093","After","Singapore",1
"GEN24_1016093","Before","Singapore",1
"GEN24_1016100","After","Singapore",1
"GEN24_1016121","Before","United States of America",7
"GEN24_1016129","After","England",30
"GEN24_1016152","After","Thailand",12
"GEN24_1016152","Before","Singapore",4
"GEN24_1016159","After","Singapore",1
"GEN24_1016159","Before","Singapore",2
"GEN24_1016159","Before","Thailand",22
"GEN24_1016160","After","Indonesia",3
"GEN24_1016160","After","Thailand",11
"GEN24_1016188","After","Singapore",1
"GEN24_1016188","Before","Singapore",1
"GEN24_1016203","Before","Australia",2
"GEN24_1016218","Before","Australia",10
"GEN24_1016224","After","Singapore",3
"GEN24_1016224","Before","Australia",8
"GEN24_1016231","After","Fiji",5
"GEN24_1016231","Before","Australia",8
"GEN24_1016269","Before","Singapore",4
"GEN24_1016325","Before","Australia",21
"GEN24_1016325","Before","Thailand",28
"GEN24_1016327","Before","United Arab Emirates",1
"GEN24_1016362","After","Australia",90
"GEN24_1016362","After","Greece",22
"GEN24_1016362","Before","Canada",77
"GEN24_1016362","Before","Ireland",99
"GEN24_1016363","After","Australia",18
"GEN24_1016389","Before","Singapore",2
"GEN24_1016397","Before","Singapore",1
"GEN24_1016399","After","Singapore",2
"GEN24_1016401","After","Singapore",5
"GEN24_1016423","Before","Australia",4
"GEN24_1016429","Before","Australia",14
"GEN24_1016431","Before","Fiji",4
"GEN24_1016440","Before","Australia",2
"GEN24_1016441","Before","Australia",2
"GEN24_1016447","Before","Australia",2
"GEN24_1016464","Before","Australia",3
"GEN24_1016465","Before","Australia",7
"GEN24_1016470","Before","Australia",4
"GEN24_1016474","After","Australia",10
"GEN24_1016474","Before","Australia",10
"GEN24_1016489","After","Australia",4
"GEN24_1016489","After","Singapore",4
"GEN24_1016489","Before","Australia",3
"GEN24_1016502","After","Australia",15
"GEN24_1016502","Before","Australia",15
"GEN24_1016514","Before","Cambodia",14
"GEN24_1016556","After","Singapore",2
"GEN24_1016556","Before","Singapore",2
"GEN24_1016559","Before","Australia",12
"GEN24_1016576","After","Korea, Republic of",1
"GEN24_1016576","Before","Korea, Republic of",1
"GEN24_1016589","Before","Australia",7
"GEN24_1016596","Before","Egypt",4
"GEN24_1016596","Before","Jordan",12
"GEN24_1016596","Before","Malaysia",14
"GEN24_1016596","Before","Thailand",40
"GEN24_1016608","Before","Australia",1
"GEN24_1016628","Before","Antarctica",30
"GEN24_1016629","Before","Australia",2
"GEN24_1016633","Before","Australia",3
"GEN24_1016649","Before","Australia",3
"GEN24_1016668","After","Australia",1
"GEN24_1016668","Before","Australia",1
"GEN24_1016673","After","Australia",30
"GEN24_1016673","After","Thailand",5
"GEN24_1016673","Before","Australia",45
"GEN24_1016673","Before","Malaysia",30
"GEN24_1016673","Before","Singapore",10
"GEN24_1016691","After","Singapore",2
"GEN24_1016691","Before","Singapore",2
"GEN24_1016693","After","Singapore",4
"GEN24_1016693","Before","Singapore",3
"GEN24_1016695","After","Singapore",1
"GEN24_1016695","Before","Singapore",1
"GEN24_1016698","After","Singapore",3
"GEN24_1016698","Before","Australia",3
"GEN24_1016698","Before","Singapore",1
"GEN24_1016743","After","Singapore",2
"GEN24_1016743","Before","Singapore",2
"GEN24_1016749","Before","Australia",4
"GEN24_1016751","After","Australia",6
"GEN24_1016751","Before","Australia",8
"GEN24_1016769","After","Australia",5
"GEN24_1016769","After","England",1
"GEN24_1016769","Before","Australia",5
"GEN24_1016769","Before","England",1
"GEN24_1016772","After","Cook Islands",7
"GEN24_1016776","Before","Australia",6
"GEN24_1016787","Before","England",1
"GEN24_1016790","Before","Australia",5
"GEN24_1016834","Before","United Arab Emirates",1
"GEN24_1016848","After","Australia",8
"GEN24_1016853","After","Australia",4
"GEN24_1016853","After","Singapore",4
"GEN24_1016853","Before","Australia",4
"GEN24_1016854","Before","Australia",90
"GEN24_1016855","After","Australia",4
"GEN24_1016869","Before","Australia",13
"GEN24_1016893","Before","Singapore",1
"GEN24_1016895","Before","Australia",10
"GEN24_1016903","Before","Germany",1
"GEN24_1016904","After","Australia",10
"GEN24_1016904","Before","Australia",10
"GEN24_1016906","After","Singapore",1
"GEN24_1016908","After","Indonesia",20
"GEN24_1016908","Before","Thailand",21
"GEN24_1016913","After","Singapore",4
"GEN24_1016913","Before","Australia",5
"GEN24_1016913","Before","Thailand",2
"GEN24_1016935","Before","Fiji",6
"GEN24_1016943","After","Australia",14
"GEN24_1016943","Before","Australia",14
"GEN24_1016943","Before","Ireland",6
"GEN24_1016943","Before","Scotland",2
"GEN24_1016957","After","Indonesia",3
"GEN24_1016957","Before","England",1
"GEN24_1016957","Before","Singapore",2
"GEN24_1016969","After","Australia",7
"GEN24_1016969","Before","Australia",10
"GEN24_1016976","After","Australia",1
"GEN24_1016998","Before","Australia",10
"GEN24_1017006","After","Australia",19
"GEN24_1017006","Before","French Polynesia",6
"GEN24_1017022","After","Australia",1
"GEN24_1017022","After","Singapore",2
"GEN24_1017022","Before","Australia",9
"GEN24_1017049","After","United Arab Emirates",4
"GEN24_1017056","Before","United States of America",1
"GEN24_1017064","Before","Australia",1
"GEN24_1017072","After","England",7
"GEN24_1017072","After","Germany",28
"GEN24_1017072","After","India",99
"GEN24_1017072","After","Scotland",14
"GEN24_1017072","After","United States of America",28
"GEN24_1017072","Before","England",7
"GEN24_1017072","Before","Germany",30
"GEN24_1017072","Before","India",99
"GEN24_1017072","Before","Scotland",14
"GEN24_1017072","Before","United States of America",30
"GEN24_1017082","Before","Singapore",3
"GEN24_1017100","After","Thailand",16
"GEN24_1017100","Before","Thailand",1
"GEN24_1017153","After","England",7
"GEN24_1017153","Before","Australia",3
"GEN24_1017153","Before","England",14
"GEN24_1017192","After","Australia",20
"GEN24_1017192","After","Singapore",3
"GEN24_1017192","Before","Australia",23
"GEN24_1017192","Before","Singapore",3
"GEN24_1017216","Before","Australia",10
"GEN24_1017234","Before","Australia",10
"GEN24_1017261","After","Singapore",3
"GEN24_1017261","Before","Singapore",1
"GEN24_1017270","After","Thailand",15
"GEN24_1017275","After","Thailand",9
"GEN24_1017275","Before","Singapore",3
"GEN24_1017301","Before","Australia",12
"GEN24_1017303","After","Costa Rica",30
"GEN24_1017303","Before","Australia",14
"GEN24_1017303","Before","Indonesia",30
"GEN24_1017303","Before","Singapore",4
"GEN24_1017303","Before","Thailand",30
"GEN24_1017330","Before","Australia",15
"GEN24_1017332","After","United States of America",15
"GEN24_1017332","Before","Germany",82
"GEN24_1017332","Before","United States of America",30
"GEN24_1017374","After","Australia",1
"GEN24_1017374","Before","Australia",1
"GEN24_1017399","Before","Singapore",3
"GEN24_1017444","After","Fiji",13
"GEN24_1017444","After","Indonesia",60
"GEN24_1017444","After","Spain",86
"GEN24_1017447","Before","United States of America",1
"GEN24_1017457","After","New Caledonia",1
"GEN24_1017457","Before","New Caledonia",1
"GEN24_1017470","After","French Polynesia",6
"GEN24_1017470","Before","French Polynesia",6
"GEN24_1017496","Before","Australia",5
"GEN24_1017502","Before","United Arab Emirates",3
"GEN24_1017513","After","United States of America",17
"GEN24_1017518","Before","Argentina",6
"GEN24_1017518","Before","Chile",3
"GEN24_1017518","Before","Uruguay",14
"GEN24_1017610","Before","Malaysia",2
"GEN24_1017612","Before","Malaysia",3
"GEN24_1017645","After","Australia",45
"GEN24_1017645","Before","Australia",55
"GEN24_1017654","Before","Singapore",2
"GEN24_1017655","Before","Australia",8
"GEN24_1017655","Before","Portugal",7
"GEN24_1017671","Before","Australia",4
"GEN24_1017693","Before","Fiji",4
"GEN24_1017754","After","Singapore",1
"GEN24_1017754","Before","Singapore",1
"GEN24_1017757","After","Singapore",3
"GEN24_1017757","Before","Singapore",4
"GEN24_1017763","After","Saudi Arabia",10
"GEN24_1017763","Before","Hong Kong (Special Administrative Region)",7
"GEN24_1017763","Before","Japan",9
"GEN24_1017763","Before","Singapore",7
"GEN24_1017763","Before","United States of America",12
"GEN24_1017769","After","Australia",1
"GEN24_1017769","Before","Australia",2
"GEN24_1017784","After","Australia",21
"GEN24_1017807","Before","Australia",75
"GEN24_1017813","Before","Australia",1
"GEN24_1017816","Before","Australia",9
"GEN24_1017817","After","United States of America",1
"GEN24_1017817","Before","Thailand",4
"GEN24_1017828","Before","Australia",3
"GEN24_1017831","Before","Australia",14
"GEN24_1017844","Before","Australia",4
"GEN24_1017865","After","Singapore",2
"GEN24_1017880","After","Korea, Republic of",1
"GEN24_1017881","After","Korea, Democratic People's Republic of",1
"GEN24_1017885","After","England",1
"GEN24_1017885","After","Korea, Republic of",1
"GEN24_1017885","Before","England",1
"GEN24_1017915","After","Australia",3
"GEN24_1017922","Before","Australia",3
"GEN24_1017931","Before","Australia",60
"GEN24_1017933","Before","Austria",15
"GEN24_1017933","Before","England",5
"GEN24_1017933","Before","Scotland",4
"GEN24_1017933","Before","Singapore",3
"GEN24_1017933","Before","United States of America",15
"GEN24_1017991","Before","Australia",1
"GEN24_1017997","After","Singapore",1
"GEN24_1018052","After","United States of America",1
"GEN24_1018052","Before","United States of America",1
"GEN24_1018057","After","Singapore",1
"GEN24_1018073","After","Singapore",2
"GEN24_1018073","Before","Australia",9
"GEN24_1018073","Before","Singapore",1
"GEN24_1018085","After","Singapore",1
"GEN24_1018085","Before","Singapore",1
"GEN24_1018126","After","Australia",40
"GEN24_1018126","Before","Fiji",4
"GEN24_1018128","After","Australia",7
"GEN24_1018199","After","Australia",28
"GEN24_1018218","After","Cambodia",3
"GEN24_1018218","After","Indonesia",7
"GEN24_1018218","After","Thailand",14
"GEN24_1018218","After","Viet Nam",7
"GEN24_1018226","After","Korea, Democratic People's Republic of",1
"GEN24_1018228","Before","Australia",1
"GEN24_1018253","After","Australia",10
"GEN24_1018253","Before","United Arab Emirates",1
"GEN24_1018265","Before","Singapore",2
"GEN24_1018268","Before","Fiji",14
"GEN24_1018293","Before","Australia",1
"GEN24_1018294","After","Australia",1
"GEN24_1018304","After","Australia",1
"GEN24_1018304","Before","Australia",1
"GEN24_1018305","After","Ireland",1
"GEN24_1018311","After","Australia",3
"GEN24_1018311","Before","Australia",6
"GEN24_1018319","After","Australia",35
"GEN24_1018319","After","Indonesia",11
"GEN24_1018319","Before","Singapore",4
"GEN24_1018336","After","Australia",10
"GEN24_1018337","After","Australia",9
"GEN24_1018343","After","Australia",4
"GEN24_1018343","Before","Australia",36
"GEN24_1018344","Before","England",1
"GEN24_1018354","After","Japan",7
"GEN24_1018366","After","Myanmar",3
"GEN24_1018366","After","Singapore",1
"GEN24_1018367","Before","England",1
"GEN24_1018369","Before","Singapore",2
"GEN24_1018376","After","Singapore",1
"GEN24_1018376","Before","Singapore",1
"GEN24_1018377","After","Singapore",2
"GEN24_1018377","Before","Singapore",2
"GEN24_1018384","After","Singapore",3
"GEN24_1018384","Before","Indonesia",1
"GEN24_1018384","Before","Singapore",3
"GEN24_1018390","After","Singapore",3
"GEN24_1018390","Before","Australia",3
"GEN24_1018390","Before","Indonesia",27
"GEN24_1018404","After","Singapore",1
"GEN24_1018404","Before","Australia",90
"GEN24_1018407","After","Australia",1
"GEN24_1018407","Before","Australia",7
"GEN24_1018411","After","Singapore",2
"GEN24_1018411","Before","Singapore",3
"GEN24_1018456","After","Australia",8
"GEN24_1018456","Before","Australia",8
"GEN24_1018467","After","French Polynesia",6
"GEN24_1018467","Before","Australia",4
"GEN24_1018467","Before","French Polynesia",6
"GEN24_1018489","After","Singapore",3
"GEN24_1018489","Before","Singapore",3
"GEN24_1018505","After","Singapore",2
"GEN24_1018505","Before","Singapore",2
"GEN24_1018507","After","Singapore",2
"GEN24_1018507","Before","Singapore",1
"GEN24_1018516","After","Singapore",7
"GEN24_1018516","Before","Hong Kong (Special Administrative Region)",60
"GEN24_1018537","After","Australia",16
"GEN24_1018537","Before","Fiji",3
"GEN24_1018547","Before","Australia",15
"GEN24_1018547","Before","Thailand",14
"GEN24_1018550","After","Australia",99
"GEN24_1018550","Before","Australia",11
"GEN24_1018581","Before","Australia",5
"GEN24_1018629","After","Malaysia",2
"GEN24_1018629","Before","Singapore",1
"GEN24_1018629","Before","Turkey",1
"GEN24_1018642","Before","United States of America",15
"GEN24_1018658","Before","Australia",99
"GEN24_1018659","After","Singapore",1
"GEN24_1018659","Before","Canada",3
"GEN24_1018670","Before","Australia",5
"GEN24_1018674","Before","Korea, Republic of",8
"GEN24_1018686","Before","Malaysia",1
"GEN24_1018720","After","Japan",12
"GEN24_1018721","After","Japan",1
"GEN24_1018721","Before","Japan",3
"GEN24_1018723","Before","Cook Islands",11
"GEN24_1018723","Before","Kiribati",21
"GEN24_1018742","After","Thailand",44
"GEN24_1018742","After","Viet Nam",13
"GEN24_1018785","Before","Cambodia",10
"GEN24_1018785","Before","Czech Republic",5
"GEN24_1018785","Before","Germany",15
"GEN24_1018785","Before","Japan",10
"GEN24_1018785","Before","Nepal",10
"GEN24_1018802","After","Singapore",3
"GEN24_1018804","Before","Nepal",60
"GEN24_1018804","Before","Philippines",30
"GEN24_1018806","After","Australia",3
"GEN24_1018806","After","Fiji",1
"GEN24_1018806","Before","Australia",3
"GEN24_1018806","Before","Fiji",1
"GEN24_1018822","After","Japan",13
"GEN24_1018822","Before","Singapore",3
"GEN24_1018825","After","Singapore",2
"GEN24_1018836","After","Singapore",3
"GEN24_1018842","After","Australia",1
"GEN24_1018855","After","Singapore",3
"GEN24_1018864","After","Australia",20
"GEN24_1018864","Before","Australia",10
"GEN24_1018897","Before","Fiji",1
"GEN24_1018897","Before","United States of America",18
"GEN24_1018899","After","Australia",1
"GEN24_1018912","Before","Australia",5
"GEN24_1018918","After","Australia",2
"GEN24_1018918","Before","Fiji",3
"GEN24_1018920","After","Fiji",4
"GEN24_1018938","After","Fiji",8
"GEN24_1018945","After","Australia",16
"GEN24_1018945","After","Fiji",2
"GEN24_1018945","After","Samoa",1
"GEN24_1018945","After","Samoa, American",1
"GEN24_1018945","After","Tonga",1
"GEN24_1018945","Before","French Polynesia",1
"GEN24_1018952","After","Australia",15
"GEN24_1018952","Before","United States of America",12
"GEN24_1018954","After","United States of America",6
"GEN24_1018954","Before","Singapore",2
"GEN24_1018976","After","Hong Kong (Special Administrative Region)",4
"GEN24_1018976","After","Turkey",5
"GEN24_1018976","Before","Austria",6
"GEN24_1018976","Before","Czech Republic",6
"GEN24_1018976","Before","Greece",16
"GEN24_1018976","Before","Italy",35
"GEN24_1018995","After","Singapore",2
"GEN24_1018995","Before","Australia",10
"GEN24_1018995","Before","England",3
"GEN24_1018995","Before","Singapore",3
"GEN24_1019016","After","Australia",10
"GEN24_1019043","After","Cook Islands",6
"GEN24_1019067","After","Australia",99
"GEN24_1019091","After","Singapore",1
"GEN24_1019091","Before","Singapore",1
"GEN24_1019092","After","Singapore",1
"GEN24_1019092","Before","Singapore",1
"GEN24_1019097","After","Singapore",2
"GEN24_1019097","Before","Singapore",2
"GEN24_1019116","Before","Australia",1
"GEN24_1019119","After","United States of America",14
"GEN24_1019120","Before","Australia",2
"GEN24_1019122","Before","Australia",18
"GEN24_1019128","After","China, People's Republic of",90
"GEN24_1019140","After","Japan",6
"GEN24_1019140","Before","Singapore",3
"GEN24_1019158","Before","Australia",8
"GEN24_1019181","After","Malaysia",4
"GEN24_1019181","Before","Costa Rica",8
"GEN24_1019181","Before","United States of America",7
"GEN24_1019191","After","Australia",11
"GEN24_1019208","Before","Fiji",7
"GEN24_1019212","After","Fiji",10
"GEN24_1019213","Before","Malaysia",1
"GEN24_1019216","Before","Malaysia",4
"GEN24_1019227","After","Australia",34
"GEN24_1019230","After","French Polynesia",5
"GEN24_1019233","Before","Papua New Guinea",28
"GEN24_1019233","Before","Vanuatu",28
"GEN24_1019262","After","Australia",10
"GEN24_1019262","After","Fiji",10
"GEN24_1019262","Before","United States of America",6
"GEN24_1019281","After","Singapore",1
"GEN24_1019281","Before","Singapore",2
"GEN24_1019284","After","Singapore",3
"GEN24_1019285","After","Singapore",2
"GEN24_1019285","Before","Singapore",2
"GEN24_1019286","After","Singapore",1
"GEN24_1019286","Before","Singapore",1
"GEN24_1019292","After","Singapore",1
"GEN24_1019292","Before","Singapore",2
"GEN24_1019335","After","Australia",2
"GEN24_1019356","After","Australia",10
"GEN24_1019361","Before","Australia",5
"GEN24_1019399","Before","Australia",7
"GEN24_1019416","After","Singapore",3
"GEN24_1019416","Before","Australia",10
"GEN24_1019416","Before","Singapore",4
"GEN24_1019432","Before","Singapore",2
"GEN24_1019434","Before","United States of America",1
"GEN24_1019456","Before","Japan",6
"GEN24_1019490","After","Hong Kong (Special Administrative Region)",2
"GEN24_1019495","Before","Australia",7
"GEN24_1019504","Before","Netherlands",1
"GEN24_1019509","After","Singapore",1
"GEN24_1019509","Before","Australia",14
"GEN24_1019509","Before","Singapore",3
"GEN24_1019517","After","Singapore",1
"GEN24_1019517","Before","Singapore",2
"GEN24_1019534","Before","Australia",2
"GEN24_1019554","After","Australia",10
"GEN24_1019554","After","Fiji",6
"GEN24_1019568","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1019569","After","Hong Kong (Special Administrative Region)",3
"GEN24_1019569","Before","United States of America",8
"GEN24_1019574","Before","Australia",1
"GEN24_1019601","After","Singapore",1
"GEN24_1019601","After","United Arab Emirates",5
"GEN24_1019601","Before","Australia",4
"GEN24_1019601","Before","Ireland",6
"GEN24_1019603","After","Singapore",4
"GEN24_1019603","Before","Singapore",1
"GEN24_1019613","After","Malaysia",14
"GEN24_1019613","Before","Malaysia",3
"GEN24_1019622","After","Malaysia",1
"GEN24_1019622","Before","Malaysia",1
"GEN24_1019623","Before","Malaysia",3
"GEN24_1019631","After","Fiji",7
"GEN24_1019639","Before","Australia",7
"GEN24_1019642","Before","Argentina",25
"GEN24_1019642","Before","Chile",70
"GEN24_1019642","Before","Colombia",30
"GEN24_1019644","Before","Thailand",8
"GEN24_1019665","After","Australia",7
"GEN24_1019682","Before","Japan",1
"GEN24_1019697","After","Thailand",10
"GEN24_1019697","Before","United Arab Emirates",3
"GEN24_1019701","After","Singapore",1
"GEN24_1019701","Before","Scotland",1
"GEN24_1019707","After","Singapore",2
"GEN24_1019707","Before","Australia",7
"GEN24_1019716","Before","Singapore",3
"GEN24_1019728","After","Singapore",3
"GEN24_1019728","Before","Australia",6
"GEN24_1019731","After","Singapore",1
"GEN24_1019731","Before","Singapore",1
"GEN24_1019740","After","Canada",2
"GEN24_1019740","Before","Fiji",1
"GEN24_1019746","After","Australia",10
"GEN24_1019751","After","Costa Rica",21
"GEN24_1019751","After","Fiji",21
"GEN24_1019751","After","United States of America",2
"GEN24_1019751","Before","Australia",25
"GEN24_1019751","Before","Indonesia",21
"GEN24_1019759","After","Australia",30
"GEN24_1019759","Before","United States of America",1
"GEN24_1019763","After","United States of America",4
"GEN24_1019766","After","United States of America",1
"GEN24_1019766","Before","United States of America",4
"GEN24_1019768","After","United States of America",1
"GEN24_1019768","Before","Australia",8
"GEN24_1019776","Before","Australia",14
"GEN24_1019802","After","Singapore",1
"GEN24_1019802","Before","Singapore",6
"GEN24_1019809","After","Indonesia",60
"GEN24_1019809","After","Malaysia",30
"GEN24_1019809","Before","Australia",88
"GEN24_1019833","After","Singapore",1
"GEN24_1019833","Before","Singapore",1
"GEN24_1019834","After","Korea, Democratic People's Republic of",1
"GEN24_1019837","After","United States of America",88
"GEN24_1019837","Before","Australia",89
"GEN24_1019837","Before","Costa Rica",60
"GEN24_1019837","Before","United States of America",89
"GEN24_1019839","After","Australia",6
"GEN24_1019839","After","Japan",8
"GEN24_1019854","Before","Australia",1
"GEN24_1019859","Before","Australia",1
"GEN24_1019861","After","Australia",12
"GEN24_1019861","Before","Australia",7
"GEN24_1019869","After","Malaysia",4
"GEN24_1019876","After","Australia",1
"GEN24_1019876","Before","Australia",15
"GEN24_1019878","Before","United Arab Emirates",1
"GEN24_1019879","After","Australia",3
"GEN24_1019879","Before","Australia",3
"GEN24_1019880","After","Hong Kong (Special Administrative Region)",1
"GEN24_1019880","Before","United States of America",1
"GEN24_1019883","After","Australia",1
"GEN24_1019883","Before","Australia",10
"GEN24_1019884","Before","Australia",1
"GEN24_1019908","Before","Australia",10
"GEN24_1019910","After","Australia",10
"GEN24_1019915","Before","Australia",8
"GEN24_1019924","After","Singapore",1
"GEN24_1019924","Before","Singapore",6
"GEN24_1019926","After","Singapore",3
"GEN24_1019931","After","Singapore",2
"GEN24_1019931","Before","Singapore",2
"GEN24_1019933","After","Singapore",2
"GEN24_1019933","Before","Singapore",4
"GEN24_1019941","After","Australia",10
"GEN24_1019941","Before","United States of America",1
"GEN24_1019987","After","Anguilla",60
"GEN24_1019987","After","United States of America",1
"GEN24_1019987","Before","United States of America",1
"GEN24_1019990","After","Costa Rica",60
"GEN24_1019990","After","Nicaragua",28
"GEN24_1019990","Before","Australia",7
"GEN24_1019990","Before","Indonesia",45
"GEN24_1019990","Before","New Caledonia",30
"GEN24_1019992","Before","Australia",10
"GEN24_1019992","Before","United Arab Emirates",1
"GEN24_1019994","Before","Australia",7
"GEN24_1020022","After","Fiji",11
"GEN24_1020041","After","Korea, Republic of",1
"GEN24_1020042","After","Korea, Republic of",1
"GEN24_1020072","Before","Canada",1
"GEN24_1020081","Before","Australia",1
"GEN24_1020181","After","Singapore",3
"GEN24_1020203","Before","Australia",1
"GEN24_1020233","Before","Singapore",3
"GEN24_1020235","Before","Singapore",1
"GEN24_1020279","After","Australia",7
"GEN24_1020279","Before","Australia",4
"GEN24_1020332","After","Cook Islands",5
"GEN24_1020343","Before","Fiji",3
"GEN24_1020364","After","Singapore",7
"GEN24_1020369","After","Singapore",5
"GEN24_1020376","Before","Australia",7
"GEN24_1020387","After","Singapore",1
"GEN24_1020387","Before","India",7
"GEN24_1020396","Before","Australia",74
"GEN24_1020424","After","Fiji",3
"GEN24_1020447","Before","United Arab Emirates",1
"GEN24_1020455","Before","Australia",9
"GEN24_1020460","After","Indonesia",12
"GEN24_1020460","After","Singapore",1
"GEN24_1020460","Before","Singapore",4
"GEN24_1020463","After","Singapore",2
"GEN24_1020463","Before","Australia",7
"GEN24_1020484","Before","Thailand",6
"GEN24_1020497","After","Australia",15
"GEN24_1020497","After","Singapore",4
"GEN24_1020505","After","Australia",40
"GEN24_1020519","After","Australia",1
"GEN24_1020538","After","Singapore",3
"GEN24_1020539","After","Singapore",3
"GEN24_1020550","After","Australia",4
"GEN24_1020550","Before","Australia",2
"GEN24_1020555","Before","Australia",6
"GEN24_1020558","After","Australia",9
"GEN24_1020570","After","Taiwan",2
"GEN24_1020570","Before","New Caledonia",1
"GEN24_1020572","After","Japan",7
"GEN24_1020578","After","Taiwan",17
"GEN24_1020601","Before","Singapore",4
"GEN24_1020604","Before","Switzerland",1
"GEN24_1020617","After","Singapore",2
"GEN24_1020617","Before","Singapore",1
"GEN24_1020630","After","Malaysia",3
"GEN24_1020635","Before","Malaysia",2
"GEN24_1020636","After","Malaysia",3
"GEN24_1020636","Before","Malaysia",3
"GEN24_1020636","Before","Singapore",3
"GEN24_1020650","After","French Polynesia",7
"GEN24_1020686","After","United States of America",19
"GEN24_1020686","Before","Kenya",7
"GEN24_1020686","Before","Maldives",12
"GEN24_1020686","Before","Tanzania",7
"GEN24_1020686","Before","Thailand",13
"GEN24_1020689","After","Australia",21
"GEN24_1020689","Before","Australia",23
"GEN24_1020690","After","United States of America",5
"GEN24_1020690","Before","United States of America",2
"GEN24_1020700","After","United States of America",3
"GEN24_1020700","Before","United States of America",42
"GEN24_1020703","Before","Australia",5
"GEN24_1020721","After","Australia",1
"GEN24_1020721","Before","Australia",1
"GEN24_1020764","After","Korea, Republic of",1
"GEN24_1020764","Before","Korea, Republic of",2
"GEN24_1020767","Before","Australia",35
"GEN24_1020768","Before","Australia",10
"GEN24_1020789","Before","Australia",38
