response_id,mobility_hearing_even_if_using_a_hearing_device,mobility_remembering_or_concentrating,mobility_seeing_even_when_wearing_glasses,mobility_walking_or_climbing_stairs
GEN24_1017784,4,4,4,4
GEN24_1017785,4,4,4,4
GEN24_1017792,4,4,4,4
GEN24_1017796,4,4,4,4
GEN24_1017798,4,4,4,4
GEN24_1017800,4,4,4,4
GEN24_1017805,4,4,4,4
GEN24_1017806,4,4,4,4
GEN24_1017807,4,4,4,4
GEN24_1017812,4,4,4,4
GEN24_1017813,3,4,4,3
GEN24_1017815,4,4,4,4
GEN24_1017816,4,4,4,4
GEN24_1017817,4,4,4,4
GEN24_1017820,4,4,4,4
GEN24_1017823,4,4,4,3
GEN24_1017827,4,4,4,4
GEN24_1017828,3,4,3,3
GEN24_1017831,4,4,4,4
GEN24_1017839,4,4,4,3
GEN24_1017843,4,4,4,4
GEN24_1017844,4,4,4,4
GEN24_1017847,4,4,4,4
GEN24_1017851,4,4,4,3
GEN24_1017860,4,4,4,4
GEN24_1017863,4,4,4,4
GEN24_1017865,4,4,4,4
GEN24_1017868,4,4,4,4
GEN24_1017871,4,4,4,4
GEN24_1017872,4,4,4,4
GEN24_1017880,4,4,4,4
GEN24_1017881,4,4,4,4
GEN24_1017884,4,4,4,4
GEN24_1017885,4,4,4,3
GEN24_1017892,4,4,4,4
GEN24_1017893,4,4,4,4
GEN24_1017895,4,4,4,4
GEN24_1017909,4,4,4,4
GEN24_1017911,4,4,4,4
GEN24_1017914,3,4,3,4
GEN24_1017915,4,4,4,4
GEN24_1017919,4,4,4,4
GEN24_1017920,4,4,3,4
GEN24_1017922,4,4,4,4
GEN24_1017923,4,4,3,4
GEN24_1017924,4,4,4,4
GEN24_1017931,4,4,4,4
GEN24_1017933,4,3,4,4
GEN24_1017939,3,3,3,3
GEN24_1017946,4,4,4,4
GEN24_1017949,4,3,4,4
GEN24_1017953,4,4,4,4
GEN24_1017954,4,4,4,4
GEN24_1017955,4,4,4,4
GEN24_1017961,4,4,4,4
GEN24_1017962,4,4,3,4
GEN24_1017965,3,4,4,4
GEN24_1017973,4,4,4,4
GEN24_1017974,4,4,4,4
GEN24_1017977,4,4,4,4
GEN24_1017991,4,4,4,4
GEN24_1017997,4,4,4,4
GEN24_1018000,4,4,4,4
GEN24_1018003,4,4,4,4
GEN24_1018013,4,4,4,4
GEN24_1018014,4,4,4,4
GEN24_1018018,4,4,4,4
GEN24_1018044,4,4,4,4
GEN24_1018046,4,4,4,4
GEN24_1018051,4,4,4,4
GEN24_1018052,4,4,4,4
GEN24_1018057,4,4,4,4
GEN24_1018060,4,3,3,4
GEN24_1018062,3,4,4,3
GEN24_1018071,4,4,4,3
GEN24_1018073,4,4,2,3
GEN24_1018074,4,3,3,4
GEN24_1018084,4,4,4,4
GEN24_1018085,4,4,3,4
GEN24_1018089,4,4,4,4
GEN24_1018096,4,4,4,4
GEN24_1018101,4,4,4,3
GEN24_1018104,4,4,4,4
GEN24_1018108,4,4,4,4
GEN24_1018121,4,4,4,4
GEN24_1018122,4,4,4,4
GEN24_1018126,4,4,4,4
GEN24_1018128,4,4,4,4
GEN24_1018130,4,4,4,4
GEN24_1018131,4,4,4,4
GEN24_1018133,4,4,4,4
GEN24_1018141,4,4,4,4
GEN24_1018150,4,4,4,4
GEN24_1018154,4,4,4,3
GEN24_1018163,4,4,4,4
GEN24_1018165,4,4,4,4
GEN24_1018175,4,4,4,4
GEN24_1018189,4,4,4,4
GEN24_1018191,3,3,4,4
GEN24_1018197,3,4,4,4
GEN24_1018199,4,4,4,4
GEN24_1018216,4,4,3,4
GEN24_1018218,4,4,4,3
GEN24_1018222,4,3,4,4
GEN24_1018223,4,4,4,4
GEN24_1018226,4,4,4,4
GEN24_1018227,4,4,4,4
GEN24_1018228,4,4,4,4
GEN24_1018229,4,4,4,3
GEN24_1018237,4,4,4,4
GEN24_1018239,4,4,4,4
GEN24_1018240,4,4,4,4
GEN24_1018241,4,4,4,4
GEN24_1018247,4,4,4,3
GEN24_1018253,4,4,4,4
GEN24_1018254,4,4,4,4
GEN24_1018257,4,4,4,3
GEN24_1018260,4,4,4,4
GEN24_1018262,4,4,4,4
GEN24_1018263,4,4,4,4
GEN24_1018265,4,4,4,4
GEN24_1018268,4,4,4,4
GEN24_1018274,4,4,4,4
GEN24_1018285,4,4,4,4
GEN24_1018288,4,4,4,4
GEN24_1018293,3,4,4,4
GEN24_1018294,4,4,4,4
GEN24_1018296,4,3,3,4
GEN24_1018300,4,4,4,4
GEN24_1018301,4,4,4,4
GEN24_1018303,4,3,4,3
GEN24_1018304,4,4,4,4
GEN24_1018305,4,4,4,4
GEN24_1018307,4,4,4,4
GEN24_1018311,4,4,4,4
GEN24_1018313,4,4,4,4
GEN24_1018314,4,4,4,4
GEN24_1018319,4,4,4,4
GEN24_1018336,4,4,4,4
GEN24_1018337,3,4,4,4
GEN24_1018343,4,4,4,4
GEN24_1018344,4,4,4,4
GEN24_1018346,4,4,4,4
GEN24_1018348,4,4,4,4
GEN24_1018353,4,4,4,4
GEN24_1018354,4,4,4,4
GEN24_1018363,4,4,4,4
GEN24_1018366,4,4,4,4
GEN24_1018367,4,3,4,4
GEN24_1018368,4,3,4,4
GEN24_1018369,4,4,4,4
GEN24_1018373,4,4,4,4
GEN24_1018376,3,4,4,4
GEN24_1018377,4,4,4,4
GEN24_1018378,4,3,4,4
GEN24_1018381,4,4,4,4
GEN24_1018384,4,4,4,4
GEN24_1018390,4,4,4,4
GEN24_1018391,4,4,4,4
GEN24_1018395,3,3,4,3
GEN24_1018399,4,4,4,4
GEN24_1018404,4,2,4,4
GEN24_1018407,4,4,4,4
GEN24_1018408,4,4,4,4
GEN24_1018411,4,4,4,4
GEN24_1018452,4,4,4,4
GEN24_1018454,2,4,4,3
GEN24_1018456,4,4,4,4
GEN24_1018466,3,4,3,3
GEN24_1018467,4,4,4,4
GEN24_1018473,4,4,4,3
GEN24_1018488,3,3,4,2
GEN24_1018489,4,4,4,4
GEN24_1018496,4,4,4,4
GEN24_1018499,4,4,4,4
GEN24_1018505,4,4,4,3
GEN24_1018506,4,4,4,4
GEN24_1018507,4,4,4,4
GEN24_1018516,4,4,3,3
GEN24_1018519,4,4,3,4
GEN24_1018520,4,4,4,4
GEN24_1018524,4,4,4,4
GEN24_1018528,4,4,3,3
GEN24_1018530,4,4,4,4
GEN24_1018533,4,4,4,4
GEN24_1018537,4,4,4,3
GEN24_1018539,4,4,4,4
GEN24_1018544,4,4,3,4
GEN24_1018545,3,4,3,4
GEN24_1018546,4,4,4,4
GEN24_1018547,4,4,4,4
GEN24_1018548,4,4,3,3
GEN24_1018550,4,4,4,4
GEN24_1018551,4,4,4,4
GEN24_1018555,4,4,4,3
GEN24_1018562,4,4,4,4
GEN24_1018563,4,4,4,4
GEN24_1018567,4,4,4,4
GEN24_1018569,4,4,4,3
GEN24_1018570,4,4,4,4
GEN24_1018571,4,4,4,4
GEN24_1018574,4,4,4,4
GEN24_1018575,4,4,4,4
GEN24_1018576,4,4,4,4
GEN24_1018580,4,4,4,4
GEN24_1018581,4,4,4,4
GEN24_1018585,4,4,4,3
GEN24_1018592,4,4,4,4
GEN24_1018593,4,4,4,4
GEN24_1018594,4,4,4,4
GEN24_1018607,4,4,4,4
GEN24_1018629,4,4,3,3
GEN24_1018637,4,4,4,4
GEN24_1018642,4,4,4,4
GEN24_1018649,4,4,4,4
GEN24_1018650,4,4,4,4
GEN24_1018651,4,4,4,4
GEN24_1018652,4,4,4,4
GEN24_1018658,4,4,4,4
GEN24_1018659,4,4,4,4
GEN24_1018665,4,4,4,4
GEN24_1018670,4,4,4,4
GEN24_1018674,4,4,4,4
GEN24_1018676,4,4,4,4
GEN24_1018677,4,4,4,4
GEN24_1018681,4,4,4,4
GEN24_1018686,4,4,4,4
GEN24_1018687,4,4,4,4
GEN24_1018690,4,4,4,4
GEN24_1018695,4,4,4,4
GEN24_1018696,4,4,4,4
GEN24_1018704,4,4,4,4
GEN24_1018712,4,4,4,3
GEN24_1018714,4,4,4,4
GEN24_1018716,4,4,3,4
GEN24_1018717,4,4,4,4
GEN24_1018720,4,4,4,4
GEN24_1018721,4,4,3,4
GEN24_1018723,4,4,4,4
GEN24_1018724,4,4,4,4
GEN24_1018726,4,4,4,4
GEN24_1018730,4,4,4,4
GEN24_1018732,4,4,4,4
GEN24_1018733,4,4,3,4
GEN24_1018734,4,4,4,4
GEN24_1018735,2,3,3,1
GEN24_1018742,4,2,4,4
GEN24_1018745,4,4,4,4
GEN24_1018771,4,4,4,4
GEN24_1018785,4,4,4,4
GEN24_1018795,4,4,4,4
GEN24_1018797,4,4,4,4
GEN24_1018802,4,4,4,4
GEN24_1018804,4,4,4,4
GEN24_1018806,4,4,4,4
GEN24_1018807,4,4,4,4
GEN24_1018808,4,4,4,4
GEN24_1018817,4,4,3,3
GEN24_1018822,3,4,4,3
GEN24_1018825,4,4,4,4
GEN24_1018833,4,4,4,4
GEN24_1018836,4,4,4,4
GEN24_1018838,4,4,4,4
GEN24_1018840,4,3,4,3
GEN24_1018842,4,4,4,4
GEN24_1018844,4,4,4,4
GEN24_1018850,4,4,3,4
GEN24_1018855,4,4,4,4
GEN24_1018858,4,4,4,4
GEN24_1018862,4,4,4,4
GEN24_1018864,4,4,4,4
GEN24_1018871,4,4,4,4
GEN24_1018881,4,4,4,4
GEN24_1018887,4,4,4,4
GEN24_1018897,4,4,4,3
GEN24_1018899,4,4,4,4
GEN24_1018900,4,4,4,4
GEN24_1018907,4,4,4,3
GEN24_1018912,4,4,4,4
GEN24_1018918,4,4,4,4
GEN24_1018920,4,4,4,4
GEN24_1018927,4,4,4,4
GEN24_1018928,4,4,4,4
GEN24_1018929,4,4,4,4
GEN24_1018933,4,4,4,4
GEN24_1018935,4,4,4,4
GEN24_1018937,4,4,4,4
GEN24_1018938,4,4,4,4
GEN24_1018943,4,4,4,4
GEN24_1018945,4,4,4,4
GEN24_1018950,4,4,4,4
GEN24_1018951,4,4,4,4
GEN24_1018952,4,4,4,4
GEN24_1018954,4,4,4,4
GEN24_1018957,4,4,4,3
GEN24_1018960,4,4,4,4
GEN24_1018962,4,4,4,4
GEN24_1018965,4,4,4,4
GEN24_1018974,4,4,4,4
GEN24_1018976,4,4,4,4
GEN24_1018979,4,4,4,4
GEN24_1018981,4,4,4,4
GEN24_1018986,4,4,4,4
GEN24_1018987,4,4,4,4
GEN24_1018989,4,4,4,4
GEN24_1018991,4,4,4,4
GEN24_1018995,4,4,3,3
GEN24_1019003,4,4,4,4
GEN24_1019005,4,4,4,3
GEN24_1019009,4,3,4,3
GEN24_1019016,4,4,4,4
GEN24_1019031,4,4,4,4
GEN24_1019032,4,4,4,4
GEN24_1019035,4,4,4,4
GEN24_1019038,4,4,3,3
GEN24_1019042,4,4,3,4
GEN24_1019043,4,4,3,4
GEN24_1019048,4,4,4,3
GEN24_1019053,4,4,4,4
GEN24_1019060,4,4,4,4
GEN24_1019064,4,4,3,4
GEN24_1019067,4,4,4,4
GEN24_1019068,4,4,4,4
GEN24_1019078,4,4,4,4
GEN24_1019084,4,4,4,4
GEN24_1019091,4,4,4,4
GEN24_1019092,4,4,4,4
GEN24_1019094,4,4,4,4
GEN24_1019097,4,4,4,4
GEN24_1019116,4,4,4,4
GEN24_1019118,4,4,4,4
GEN24_1019119,3,4,4,4
GEN24_1019120,4,4,4,4
GEN24_1019122,4,4,4,4
GEN24_1019123,4,4,4,4
GEN24_1019128,4,3,3,3
GEN24_1019134,4,4,4,4
GEN24_1019140,3,4,4,4
GEN24_1019145,4,4,4,4
GEN24_1019157,4,4,4,4
GEN24_1019158,3,4,4,4
GEN24_1019165,4,4,4,4
GEN24_1019172,4,4,4,4
GEN24_1019180,4,4,4,4
GEN24_1019181,4,4,4,4
GEN24_1019184,4,4,4,4
GEN24_1019186,4,4,4,4
GEN24_1019191,4,4,4,4
GEN24_1019201,3,4,4,4
GEN24_1019203,4,4,4,4
GEN24_1019208,4,4,4,4
GEN24_1019212,4,4,4,4
GEN24_1019213,4,4,4,4
GEN24_1019214,4,4,4,4
GEN24_1019216,4,4,4,3
GEN24_1019220,4,4,4,4
GEN24_1019227,4,4,4,4
GEN24_1019229,3,3,4,2
GEN24_1019230,4,4,4,3
GEN24_1019233,4,4,4,4
GEN24_1019254,4,4,4,4
GEN24_1019255,4,4,4,4
GEN24_1019262,4,4,4,4
GEN24_1019265,4,4,4,4
GEN24_1019269,4,4,4,4
GEN24_1019271,4,4,4,4
GEN24_1019281,4,4,4,4
GEN24_1019284,4,4,4,4
GEN24_1019285,3,4,4,4
GEN24_1019286,4,4,4,4
GEN24_1019289,4,4,4,4
GEN24_1019292,4,4,4,4
GEN24_1019300,4,4,4,4
GEN24_1019306,4,4,4,4
GEN24_1019309,4,4,4,4
GEN24_1019319,4,3,3,3
GEN24_1019323,4,4,4,4
GEN24_1019324,4,4,4,4
GEN24_1019327,4,4,4,4
GEN24_1019328,4,4,4,4
GEN24_1019332,4,4,4,3
GEN24_1019335,4,4,4,4
GEN24_1019336,4,4,4,4
GEN24_1019338,4,4,4,4
GEN24_1019339,4,4,4,4
GEN24_1019345,4,4,4,4
GEN24_1019346,4,4,4,4
GEN24_1019347,4,4,4,4
GEN24_1019350,4,4,4,4
GEN24_1019354,4,4,4,4
GEN24_1019355,4,4,4,4
GEN24_1019356,3,3,3,4
GEN24_1019360,4,3,4,3
GEN24_1019361,4,4,4,4
GEN24_1019368,4,4,4,4
GEN24_1019373,4,4,4,4
GEN24_1019375,4,4,4,4
GEN24_1019381,3,3,3,4
GEN24_1019382,4,4,4,4
GEN24_1019388,4,4,4,4
GEN24_1019394,4,4,4,4
GEN24_1019397,4,4,4,4
GEN24_1019399,4,4,4,4
GEN24_1019402,4,4,4,4
GEN24_1019412,4,4,4,4
GEN24_1019416,4,4,4,4
GEN24_1019423,4,4,3,4
GEN24_1019426,4,4,4,4
GEN24_1019428,4,4,4,3
GEN24_1019429,4,4,4,4
GEN24_1019432,4,4,4,4
GEN24_1019434,4,4,4,4
GEN24_1019438,4,4,4,4
GEN24_1019439,4,4,4,4
GEN24_1019448,4,4,3,4
GEN24_1019449,4,4,4,4
GEN24_1019453,4,4,4,4
GEN24_1019454,4,4,3,4
GEN24_1019455,3,4,4,3
GEN24_1019456,4,4,4,4
GEN24_1019457,4,4,4,4
GEN24_1019460,4,4,4,4
GEN24_1019461,4,4,4,4
GEN24_1019465,4,4,4,4
GEN24_1019467,4,4,4,4
GEN24_1019470,4,4,4,4
GEN24_1019473,4,4,4,4
GEN24_1019474,3,4,4,4
GEN24_1019475,4,4,4,4
GEN24_1019477,4,4,4,4
GEN24_1019479,4,4,4,4
GEN24_1019481,4,4,3,4
GEN24_1019487,4,3,4,4
GEN24_1019490,4,2,2,1
GEN24_1019491,4,4,4,4
GEN24_1019492,4,4,4,4
GEN24_1019493,4,4,4,4
GEN24_1019495,4,4,4,4
GEN24_1019497,4,4,4,4
GEN24_1019498,4,3,3,3
GEN24_1019504,4,4,4,1
GEN24_1019509,4,4,4,4
GEN24_1019517,4,4,3,3
GEN24_1019518,4,4,4,4
GEN24_1019519,4,4,4,4
GEN24_1019520,4,4,4,4
GEN24_1019529,4,4,4,4
GEN24_1019530,4,4,4,4
GEN24_1019533,4,4,4,4
GEN24_1019534,4,4,4,4
GEN24_1019535,4,4,4,4
GEN24_1019538,4,4,4,4
GEN24_1019547,4,4,4,4
GEN24_1019548,4,4,4,4
GEN24_1019549,4,4,4,4
GEN24_1019552,4,4,4,4
GEN24_1019554,4,4,4,4
GEN24_1019556,4,4,4,3
GEN24_1019559,4,4,4,3
GEN24_1019562,4,4,4,4
GEN24_1019564,4,4,4,4
GEN24_1019566,4,4,4,4
GEN24_1019568,4,4,4,4
GEN24_1019569,4,4,4,3
GEN24_1019574,4,4,4,4
GEN24_1019576,4,4,4,4
GEN24_1019582,4,4,4,4
GEN24_1019584,4,4,4,4
GEN24_1019586,4,4,4,4
GEN24_1019593,4,4,4,3
GEN24_1019595,4,4,4,4
GEN24_1019597,4,4,4,4
GEN24_1019601,4,4,4,4
GEN24_1019603,4,4,4,4
GEN24_1019605,4,4,4,4
GEN24_1019606,4,4,4,4
GEN24_1019608,4,4,4,4
GEN24_1019609,4,4,4,3
GEN24_1019613,4,4,4,3
GEN24_1019622,3,4,4,3
GEN24_1019623,4,4,4,4
GEN24_1019626,3,4,4,3
GEN24_1019631,4,4,4,4
GEN24_1019637,4,4,4,4
GEN24_1019639,4,4,4,4
GEN24_1019642,4,4,4,4
GEN24_1019644,4,4,4,4
GEN24_1019649,4,4,4,4
GEN24_1019652,4,4,4,3
GEN24_1019653,4,4,4,3
GEN24_1019656,4,4,4,4
GEN24_1019658,4,4,4,4
GEN24_1019659,4,4,4,4
GEN24_1019665,4,4,4,4
GEN24_1019675,4,4,4,4
GEN24_1019682,4,4,4,4
GEN24_1019685,4,4,4,4
GEN24_1019697,4,3,4,3
GEN24_1019701,4,4,4,4
GEN24_1019707,4,4,4,4
GEN24_1019716,2,3,2,3
GEN24_1019717,4,4,4,4
GEN24_1019718,4,4,4,4
GEN24_1019723,4,4,4,4
GEN24_1019724,4,4,4,4
GEN24_1019728,4,4,4,4
GEN24_1019731,4,4,4,4
GEN24_1019735,3,4,4,4
GEN24_1019739,4,4,4,4
GEN24_1019740,4,4,3,4
GEN24_1019746,4,4,4,4
GEN24_1019751,4,4,4,4
GEN24_1019752,4,4,4,4
GEN24_1019754,4,4,4,4
GEN24_1019756,4,4,4,4
GEN24_1019757,4,4,4,4
GEN24_1019759,4,4,3,4
GEN24_1019761,4,4,4,4
GEN24_1019763,4,4,4,4
GEN24_1019766,4,4,3,4
GEN24_1019767,4,4,4,4
GEN24_1019768,4,4,4,4
GEN24_1019771,4,4,4,4
GEN24_1019776,4,4,4,4
GEN24_1019801,4,4,4,3
GEN24_1019802,4,4,4,4
GEN24_1019806,4,4,4,4
GEN24_1019809,4,4,4,4
GEN24_1019811,4,4,4,4
GEN24_1019821,4,4,4,4
GEN24_1019826,3,4,4,4
GEN24_1019833,4,4,4,4
GEN24_1019834,4,4,4,4
GEN24_1019837,4,4,4,4
GEN24_1019839,4,4,4,4
GEN24_1019850,4,4,4,4
GEN24_1019851,4,4,4,4
GEN24_1019854,4,4,4,4
GEN24_1019859,3,4,4,3
GEN24_1019861,4,4,4,4
GEN24_1019868,3,4,4,4
GEN24_1019869,4,4,4,4
GEN24_1019870,4,4,4,4
GEN24_1019876,4,4,4,4
GEN24_1019878,4,4,4,4
GEN24_1019879,4,4,4,4
GEN24_1019880,3,4,4,4
GEN24_1019881,4,4,4,4
GEN24_1019883,4,4,4,4
GEN24_1019884,4,4,4,4
GEN24_1019892,4,4,4,4
GEN24_1019893,4,4,4,4
GEN24_1019894,4,3,4,3
GEN24_1019896,4,4,4,4
GEN24_1019899,4,4,4,4
GEN24_1019900,4,4,4,4
GEN24_1019902,4,4,4,4
GEN24_1019907,4,4,4,4
GEN24_1019908,4,4,4,4
GEN24_1019910,4,4,4,4
GEN24_1019912,4,4,4,4
GEN24_1019914,4,4,4,4
GEN24_1019915,4,4,4,4
GEN24_1019917,3,4,4,4
GEN24_1019919,4,4,4,4
GEN24_1019920,4,4,4,4
GEN24_1019922,4,3,4,4
GEN24_1019923,4,4,4,4
GEN24_1019924,4,4,4,4
GEN24_1019926,4,4,4,4
GEN24_1019928,4,4,4,4
GEN24_1019931,4,4,4,4
GEN24_1019933,4,4,4,4
GEN24_1019935,4,4,4,4
GEN24_1019941,4,4,4,4
GEN24_1019951,4,4,4,4
GEN24_1019954,4,4,4,4
GEN24_1019962,4,4,4,4
GEN24_1019965,4,4,4,4
GEN24_1019966,4,4,4,4
GEN24_1019980,4,4,4,4
GEN24_1019987,4,4,4,3
GEN24_1019989,4,4,4,4
GEN24_1019990,3,3,4,4
GEN24_1019992,4,4,4,4
GEN24_1019994,4,4,4,4
GEN24_1019997,4,4,4,4
GEN24_1020011,4,4,4,4
GEN24_1020018,4,4,4,4
GEN24_1020022,4,4,4,4
GEN24_1020024,4,4,4,4
GEN24_1020029,3,4,4,4
GEN24_1020041,4,4,3,4
GEN24_1020042,4,4,4,4
GEN24_1020045,3,4,3,4
GEN24_1020050,4,4,4,4
GEN24_1020051,3,4,3,4
GEN24_1020059,4,4,4,4
GEN24_1020072,4,4,4,3
GEN24_1020078,4,3,4,4
GEN24_1020081,4,4,4,4
GEN24_1020086,4,4,3,4
GEN24_1020089,4,4,4,4
GEN24_1020109,4,4,4,4
GEN24_1020110,4,2,3,3
GEN24_1020124,4,4,4,3
GEN24_1020132,4,3,4,3
GEN24_1020134,4,4,4,4
GEN24_1020135,4,4,4,4
GEN24_1020147,4,4,4,4
GEN24_1020152,4,4,4,4
GEN24_1020164,4,4,4,4
GEN24_1020165,4,4,4,4
GEN24_1020174,4,4,4,4
GEN24_1020176,4,4,4,4
GEN24_1020181,4,4,4,4
GEN24_1020191,4,4,4,4
GEN24_1020195,4,4,4,2
GEN24_1020201,2,3,3,3
GEN24_1020203,4,4,4,4
GEN24_1020207,4,4,4,4
GEN24_1020208,2,4,3,3
GEN24_1020213,4,4,3,3
GEN24_1020214,4,4,4,3
GEN24_1020216,4,3,4,4
GEN24_1020224,3,4,4,4
GEN24_1020233,4,4,4,4
GEN24_1020235,4,4,4,4
GEN24_1020237,4,4,4,4
GEN24_1020243,3,4,4,4
GEN24_1020246,3,4,4,4
GEN24_1020251,4,4,3,4
GEN24_1020254,4,4,4,4
GEN24_1020257,4,4,4,4
GEN24_1020270,4,4,4,4
GEN24_1020271,4,4,4,4
GEN24_1020272,4,4,4,4
GEN24_1020276,3,4,3,4
GEN24_1020279,4,4,4,4
GEN24_1020290,4,4,4,4
GEN24_1020296,4,4,4,4
GEN24_1020300,4,4,4,4
GEN24_1020305,4,4,4,4
GEN24_1020306,4,4,4,4
GEN24_1020307,4,4,4,4
GEN24_1020310,4,4,4,4
GEN24_1020326,4,4,4,4
GEN24_1020327,4,4,4,4
GEN24_1020332,4,4,4,4
GEN24_1020338,4,4,4,4
GEN24_1020343,4,4,4,4
GEN24_1020345,4,4,4,4
GEN24_1020349,4,4,4,4
GEN24_1020355,4,4,4,4
GEN24_1020359,3,4,3,3
GEN24_1020360,4,4,4,4
GEN24_1020364,4,4,4,4
GEN24_1020365,4,4,4,4
GEN24_1020366,4,4,4,4
GEN24_1020369,4,4,4,3
GEN24_1020376,4,4,4,4
GEN24_1020387,4,4,4,4
GEN24_1020389,3,4,4,4
GEN24_1020394,4,4,3,4
GEN24_1020396,4,4,4,4
GEN24_1020407,4,4,4,4
GEN24_1020421,3,4,4,4
GEN24_1020424,4,4,4,4
GEN24_1020433,4,4,3,4
GEN24_1020436,4,4,4,4
GEN24_1020447,4,4,4,4
GEN24_1020453,4,4,4,4
GEN24_1020455,4,4,4,4
GEN24_1020457,4,4,4,4
GEN24_1020460,4,4,4,4
GEN24_1020463,4,4,4,4
GEN24_1020468,4,3,4,3
GEN24_1020474,4,4,4,4
GEN24_1020476,4,4,4,4
GEN24_1020478,4,4,4,4
GEN24_1020480,4,4,4,3
GEN24_1020482,4,4,4,4
GEN24_1020484,4,4,4,4
GEN24_1020497,4,4,4,4
GEN24_1020505,4,4,4,4
GEN24_1020518,4,4,4,4
GEN24_1020519,4,4,4,4
GEN24_1020531,2,4,4,4
GEN24_1020534,3,4,4,4
GEN24_1020538,4,4,4,4
GEN24_1020539,4,4,4,4
GEN24_1020543,4,4,3,4
GEN24_1020550,4,4,4,4
GEN24_1020552,4,4,4,4
GEN24_1020553,4,4,4,4
GEN24_1020555,3,3,3,3
GEN24_1020557,4,4,4,4
GEN24_1020558,4,4,4,4
GEN24_1020560,4,4,4,4
GEN24_1020561,4,4,4,4
GEN24_1020563,4,4,4,4
GEN24_1020566,4,4,4,4
GEN24_1020568,4,4,4,4
GEN24_1020569,4,4,4,4
GEN24_1020570,1,4,4,4
GEN24_1020572,4,4,4,4
GEN24_1020578,4,4,4,4
GEN24_1020586,4,4,4,4
GEN24_1020600,4,4,4,4
GEN24_1020601,4,4,4,4
GEN24_1020604,4,4,4,4
GEN24_1020606,4,4,4,4
GEN24_1020610,4,4,4,4
GEN24_1020611,4,4,4,4
GEN24_1020617,3,4,4,4
GEN24_1020630,4,4,4,4
GEN24_1020635,4,4,4,4
GEN24_1020636,4,4,4,4
GEN24_1020640,3,4,4,4
GEN24_1020647,4,4,4,4
GEN24_1020650,4,4,4,4
GEN24_1020660,4,4,4,4
GEN24_1020669,4,3,4,3
GEN24_1020676,4,4,4,4
GEN24_1020677,4,4,4,4
GEN24_1020678,4,4,4,4
GEN24_1020680,4,4,4,4
GEN24_1020681,4,4,4,4
GEN24_1020685,4,4,4,4
GEN24_1020686,3,4,4,3
GEN24_1020688,4,4,4,4
GEN24_1020689,4,4,4,4
GEN24_1020690,4,4,4,4
GEN24_1020691,2,2,4,4
GEN24_1020693,3,4,3,3
GEN24_1020697,4,4,4,4
GEN24_1020698,4,4,4,3
GEN24_1020699,4,4,4,3
GEN24_1020700,4,4,4,4
GEN24_1020703,4,3,3,4
GEN24_1020704,4,4,4,4
GEN24_1020717,4,4,4,4
GEN24_1020721,3,4,3,4
GEN24_1020733,4,4,4,4
GEN24_1020737,4,4,4,4
GEN24_1020741,4,4,4,4
GEN24_1020745,4,4,4,4
GEN24_1020746,4,4,4,4
GEN24_1020750,4,4,4,4
GEN24_1020751,4,4,4,4
GEN24_1020754,3,4,3,4
GEN24_1020764,4,4,4,4
GEN24_1020767,4,4,4,4
GEN24_1020768,4,4,4,4
GEN24_1020770,4,4,4,3
GEN24_1020771,4,4,4,4
GEN24_1020774,3,4,4,4
GEN24_1020789,4,4,4,4
GEN24_1020791,4,4,4,4
GEN24_1020793,4,4,4,4
GEN24_1020797,4,4,4,4
GEN24_1020799,4,4,4,4
GEN24_1020801,4,4,4,4
GEN24_1020802,4,4,4,4
GEN24_1020811,4,4,4,3
GEN24_1020814,4,4,3,4
GEN24_1020815,4,4,3,4
GEN24_1020821,4,4,4,4
GEN24_1020827,4,4,4,3
GEN24_1020829,4,4,4,4
GEN24_1020831,3,4,4,4
GEN24_1020835,4,4,4,4
GEN24_1020836,4,4,3,4
GEN24_1020839,4,4,4,3
GEN24_1020847,4,4,4,4
GEN24_1020848,4,4,4,4
GEN24_1020855,4,4,4,4
GEN24_1020858,4,4,4,3
GEN24_1020859,4,4,4,4
GEN24_1020875,4,4,4,4
GEN24_1020880,4,4,4,4
GEN24_1020881,4,4,4,4
GEN24_1020887,4,4,4,4
GEN24_1020888,4,4,4,4
GEN24_1020889,4,4,4,4
GEN24_1020892,4,4,4,4
GEN24_1020899,4,4,4,4
GEN24_1020904,4,4,4,4
GEN24_1020906,4,4,4,4
GEN24_1020920,4,4,4,4
GEN24_1020922,3,4,3,3
GEN24_1020926,4,4,4,4
GEN24_1020927,4,4,4,4
GEN24_1020930,4,4,4,4
GEN24_1020931,4,4,4,3
GEN24_1020933,4,4,4,3
GEN24_1020935,4,3,4,3
GEN24_1020941,4,4,4,4
GEN24_1020948,4,4,4,4
GEN24_1020949,4,4,4,4
GEN24_1020950,4,4,4,4
GEN24_1020954,4,4,4,4
GEN24_1020956,3,3,4,3
GEN24_1020957,4,4,4,4
GEN24_1020959,4,4,4,4
GEN24_1020970,4,4,4,4
GEN24_1020974,4,4,4,4
GEN24_1020976,4,3,4,4
GEN24_1020978,4,4,4,4
GEN24_1020979,4,4,4,4
GEN24_1020985,4,4,4,4
GEN24_1020996,4,4,4,3
GEN24_1021003,4,4,4,4
GEN24_1021022,4,4,4,4
GEN24_1021029,4,4,4,4
GEN24_1021031,4,4,4,4
GEN24_1021034,4,4,4,4
GEN24_1021038,4,4,4,4
