response_id,other_countries_visited_other_countries,other_countries_no_countries_visited,other_countries_visited_before,other_countries_visited_after
GEN24_1014791,1,1,0,1
GEN24_1014807,1,1,0,1
GEN24_1014843,1,1,1,0
GEN24_1014848,1,1,1,0
GEN24_1014868,1,1,1,0
GEN24_1014881,1,2,1,1
GEN24_1014883,1,1,1,1
GEN24_1014887,1,1,1,1
GEN24_1014902,1,1,1,1
GEN24_1014961,1,1,1,0
GEN24_1014965,1,1,1,0
GEN24_1014975,1,1,1,1
GEN24_1014978,1,1,1,0
GEN24_1014989,1,1,1,0
GEN24_1015012,1,1,0,1
GEN24_1015015,1,1,1,1
GEN24_1015018,1,1,1,0
GEN24_1015026,1,1,1,0
GEN24_1015038,1,1,1,0
GEN24_1015041,1,1,1,0
GEN24_1015066,1,2,1,1
GEN24_1015082,1,1,1,0
GEN24_1015113,1,2,0,1
GEN24_1015118,1,1,1,0
GEN24_1015139,1,2,1,1
GEN24_1015175,1,1,1,0
GEN24_1015189,1,1,1,0
GEN24_1015191,1,3,1,1
GEN24_1015194,1,1,0,1
GEN24_1015198,1,1,1,0
GEN24_1015202,1,1,1,0
GEN24_1015210,1,1,0,1
GEN24_1015243,1,1,0,1
GEN24_1015260,1,1,1,0
GEN24_1015294,1,1,1,0
GEN24_1015343,1,1,0,1
GEN24_1015378,1,1,1,1
GEN24_1015414,1,1,1,1
GEN24_1015442,1,1,1,0
GEN24_1015446,1,1,0,1
GEN24_1015519,1,1,1,0
GEN24_1015526,1,1,1,1
GEN24_1015529,1,1,1,0
GEN24_1015532,1,1,1,0
GEN24_1015535,1,1,0,1
GEN24_1015542,1,1,0,1
GEN24_1015552,1,2,1,1
GEN24_1015572,1,1,1,0
GEN24_1015594,1,3,1,1
GEN24_1015622,1,1,1,1
GEN24_1015633,1,1,1,0
GEN24_1015677,1,1,1,1
GEN24_1015678,1,1,0,1
GEN24_1015680,1,1,0,1
GEN24_1015681,1,1,0,1
GEN24_1015700,1,1,0,1
GEN24_1015704,1,1,0,1
GEN24_1015716,1,1,1,1
GEN24_1015734,1,2,1,1
GEN24_1015742,1,1,1,0
GEN24_1015745,1,1,1,1
GEN24_1015784,1,1,1,0
GEN24_1015793,1,1,1,0
GEN24_1015801,1,1,0,1
GEN24_1015805,1,1,0,1
GEN24_1015811,1,1,0,1
GEN24_1015846,1,1,0,1
GEN24_1015857,1,2,1,1
GEN24_1015884,1,1,1,1
GEN24_1015935,1,1,0,1
GEN24_1015974,1,2,1,1
GEN24_1015975,1,1,0,1
GEN24_1015982,1,3,1,1
GEN24_1016032,1,1,1,0
GEN24_1016049,1,1,0,1
GEN24_1016066,1,1,0,1
GEN24_1016068,1,1,1,1
GEN24_1016093,1,1,1,1
GEN24_1016100,1,1,0,1
GEN24_1016121,1,1,1,0
GEN24_1016129,1,1,0,1
GEN24_1016152,1,2,1,1
GEN24_1016159,1,2,1,1
GEN24_1016160,1,2,0,1
GEN24_1016188,1,1,1,1
GEN24_1016203,1,1,1,0
GEN24_1016218,1,1,1,0
GEN24_1016224,1,2,1,1
GEN24_1016231,1,2,1,1
GEN24_1016269,1,1,1,0
GEN24_1016325,1,2,1,0
GEN24_1016327,1,1,1,0
GEN24_1016362,1,4,1,1
GEN24_1016363,1,1,0,1
GEN24_1016389,1,1,1,0
GEN24_1016397,1,1,1,0
GEN24_1016399,1,1,0,1
GEN24_1016401,1,1,0,1
GEN24_1016423,1,1,1,0
GEN24_1016429,1,1,1,0
GEN24_1016431,1,1,1,0
GEN24_1016440,1,1,1,0
GEN24_1016441,1,1,1,0
GEN24_1016447,1,1,1,0
GEN24_1016464,1,1,1,0
GEN24_1016465,1,1,1,0
GEN24_1016470,1,1,1,0
GEN24_1016474,1,1,1,1
GEN24_1016489,1,2,1,1
GEN24_1016502,1,1,1,1
GEN24_1016514,1,1,1,0
GEN24_1016556,1,1,1,1
GEN24_1016559,1,1,1,0
GEN24_1016576,1,1,1,1
GEN24_1016589,1,1,1,0
GEN24_1016596,1,4,1,0
GEN24_1016608,1,1,1,0
GEN24_1016628,1,1,1,0
GEN24_1016629,1,1,1,0
GEN24_1016633,1,1,1,0
GEN24_1016649,1,1,1,0
GEN24_1016668,1,1,1,1
GEN24_1016673,1,4,1,1
GEN24_1016691,1,1,1,1
GEN24_1016693,1,1,1,1
GEN24_1016695,1,1,1,1
GEN24_1016698,1,2,1,1
GEN24_1016743,1,1,1,1
GEN24_1016749,1,1,1,0
GEN24_1016751,1,1,1,1
GEN24_1016769,1,2,1,1
GEN24_1016772,1,1,0,1
GEN24_1016776,1,1,1,0
GEN24_1016787,1,1,1,0
GEN24_1016790,1,1,1,0
GEN24_1016834,1,1,1,0
GEN24_1016848,1,1,0,1
GEN24_1016853,1,2,1,1
GEN24_1016854,1,1,1,0
GEN24_1016855,1,1,0,1
GEN24_1016869,1,1,1,0
GEN24_1016893,1,1,1,0
GEN24_1016895,1,1,1,0
GEN24_1016903,1,1,1,0
GEN24_1016904,1,1,1,1
GEN24_1016906,1,1,0,1
GEN24_1016908,1,2,1,1
GEN24_1016913,1,3,1,1
GEN24_1016935,1,1,1,0
GEN24_1016943,1,3,1,1
GEN24_1016957,1,3,1,1
GEN24_1016969,1,1,1,1
GEN24_1016976,1,1,0,1
GEN24_1016998,1,1,1,0
GEN24_1017006,1,2,1,1
GEN24_1017022,1,2,1,1
GEN24_1017049,1,1,0,1
GEN24_1017056,1,1,1,0
GEN24_1017064,1,1,1,0
GEN24_1017072,1,5,1,1
GEN24_1017082,1,1,1,0
GEN24_1017100,1,1,1,1
GEN24_1017153,1,2,1,1
GEN24_1017192,1,2,1,1
GEN24_1017216,1,1,1,0
GEN24_1017234,1,1,1,0
GEN24_1017261,1,1,1,1
GEN24_1017270,1,1,0,1
GEN24_1017275,1,2,1,1
GEN24_1017301,1,1,1,0
GEN24_1017303,1,5,1,1
GEN24_1017330,1,1,1,0
GEN24_1017332,1,2,1,1
GEN24_1017374,1,1,1,1
GEN24_1017399,1,1,1,0
GEN24_1017444,1,3,0,1
GEN24_1017447,1,1,1,0
GEN24_1017457,1,1,1,1
GEN24_1017470,1,1,1,1
GEN24_1017496,1,1,1,0
GEN24_1017502,1,1,1,0
GEN24_1017513,1,1,0,1
GEN24_1017518,1,3,1,0
GEN24_1017610,1,1,1,0
GEN24_1017612,1,1,1,0
GEN24_1017645,1,1,1,1
GEN24_1017654,1,1,1,0
GEN24_1017655,1,2,1,0
GEN24_1017671,1,1,1,0
GEN24_1017693,1,1,1,0
GEN24_1017754,1,1,1,1
GEN24_1017757,1,1,1,1
GEN24_1017763,1,5,1,1
GEN24_1017769,1,1,1,1
GEN24_1017784,1,1,0,1
GEN24_1017807,1,1,1,0
GEN24_1017813,1,1,1,0
GEN24_1017816,1,1,1,0
GEN24_1017817,1,2,1,1
GEN24_1017828,1,1,1,0
GEN24_1017831,1,1,1,0
GEN24_1017844,1,1,1,0
GEN24_1017865,1,1,0,1
GEN24_1017880,1,1,0,1
GEN24_1017881,1,1,0,1
GEN24_1017885,1,2,1,1
GEN24_1017915,1,1,0,1
GEN24_1017922,1,1,1,0
GEN24_1017931,1,1,1,0
GEN24_1017933,1,5,1,0
GEN24_1017991,1,1,1,0
GEN24_1017997,1,1,0,1
GEN24_1018052,1,1,1,1
GEN24_1018057,1,1,0,1
GEN24_1018073,1,2,1,1
GEN24_1018085,1,1,1,1
GEN24_1018126,1,2,1,1
GEN24_1018128,1,1,0,1
GEN24_1018199,1,1,0,1
GEN24_1018218,1,4,0,1
GEN24_1018226,1,1,0,1
GEN24_1018228,1,1,1,0
GEN24_1018253,1,2,1,1
GEN24_1018265,1,1,1,0
GEN24_1018268,1,1,1,0
GEN24_1018293,1,1,1,0
GEN24_1018294,1,1,0,1
GEN24_1018304,1,1,1,1
GEN24_1018305,1,1,0,1
GEN24_1018311,1,1,1,1
GEN24_1018319,1,3,1,1
GEN24_1018336,1,1,0,1
GEN24_1018337,1,1,0,1
GEN24_1018343,1,1,1,1
GEN24_1018344,1,1,1,0
GEN24_1018354,1,1,0,1
GEN24_1018366,1,2,0,1
GEN24_1018367,1,1,1,0
GEN24_1018369,1,1,1,0
GEN24_1018376,1,1,1,1
GEN24_1018377,1,1,1,1
GEN24_1018384,1,2,1,1
GEN24_1018390,1,3,1,1
GEN24_1018404,1,2,1,1
GEN24_1018407,1,1,1,1
GEN24_1018411,1,1,1,1
GEN24_1018456,1,1,1,1
GEN24_1018467,1,2,1,1
GEN24_1018489,1,1,1,1
GEN24_1018505,1,1,1,1
GEN24_1018507,1,1,1,1
GEN24_1018516,1,2,1,1
GEN24_1018537,1,2,1,1
GEN24_1018547,1,2,1,0
GEN24_1018550,1,1,1,1
GEN24_1018581,1,1,1,0
GEN24_1018629,1,3,1,1
GEN24_1018642,1,1,1,0
GEN24_1018658,1,1,1,0
GEN24_1018659,1,2,1,1
GEN24_1018670,1,1,1,0
GEN24_1018674,1,1,1,0
GEN24_1018686,1,1,1,0
GEN24_1018720,1,1,0,1
GEN24_1018721,1,1,1,1
GEN24_1018723,1,2,1,0
GEN24_1018742,1,2,0,1
GEN24_1018785,1,5,1,0
GEN24_1018802,1,1,0,1
GEN24_1018804,1,2,1,0
GEN24_1018806,1,2,1,1
GEN24_1018822,1,2,1,1
GEN24_1018825,1,1,0,1
GEN24_1018836,1,1,0,1
GEN24_1018842,1,1,0,1
GEN24_1018855,1,1,0,1
GEN24_1018864,1,1,1,1
GEN24_1018897,1,2,1,0
GEN24_1018899,1,1,0,1
GEN24_1018912,1,1,1,0
GEN24_1018918,1,2,1,1
GEN24_1018920,1,1,0,1
GEN24_1018938,1,1,0,1
GEN24_1018945,1,6,1,1
GEN24_1018952,1,2,1,1
GEN24_1018954,1,2,1,1
GEN24_1018976,1,6,1,1
GEN24_1018995,1,3,1,1
GEN24_1019016,1,1,0,1
GEN24_1019043,1,1,0,1
GEN24_1019067,1,1,0,1
GEN24_1019091,1,1,1,1
GEN24_1019092,1,1,1,1
GEN24_1019097,1,1,1,1
GEN24_1019116,1,1,1,0
GEN24_1019119,1,1,0,1
GEN24_1019120,1,1,1,0
GEN24_1019122,1,1,1,0
GEN24_1019128,1,1,0,1
GEN24_1019140,1,2,1,1
GEN24_1019158,1,1,1,0
GEN24_1019181,1,3,1,1
GEN24_1019191,1,1,0,1
GEN24_1019208,1,1,1,0
GEN24_1019212,1,1,0,1
GEN24_1019213,1,1,1,0
GEN24_1019216,1,1,1,0
GEN24_1019227,1,1,0,1
GEN24_1019230,1,1,0,1
GEN24_1019233,1,2,1,0
GEN24_1019262,1,3,1,1
GEN24_1019281,1,1,1,1
GEN24_1019284,1,1,0,1
GEN24_1019285,1,1,1,1
GEN24_1019286,1,1,1,1
GEN24_1019292,1,1,1,1
GEN24_1019335,1,1,0,1
GEN24_1019356,1,1,0,1
GEN24_1019361,1,1,1,0
GEN24_1019399,1,1,1,0
GEN24_1019416,1,2,1,1
GEN24_1019432,1,1,1,0
GEN24_1019434,1,1,1,0
GEN24_1019456,1,1,1,0
GEN24_1019490,1,1,0,1
GEN24_1019495,1,1,1,0
GEN24_1019504,1,1,1,0
GEN24_1019509,1,2,1,1
GEN24_1019517,1,1,1,1
GEN24_1019534,1,1,1,0
GEN24_1019554,1,2,0,1
GEN24_1019568,1,1,1,0
GEN24_1019569,1,2,1,1
GEN24_1019574,1,1,1,0
GEN24_1019601,1,4,1,1
GEN24_1019603,1,1,1,1
GEN24_1019613,1,1,1,1
GEN24_1019622,1,1,1,1
GEN24_1019623,1,1,1,0
GEN24_1019631,1,1,0,1
GEN24_1019639,1,1,1,0
GEN24_1019642,1,3,1,0
GEN24_1019644,1,1,1,0
GEN24_1019665,1,1,0,1
GEN24_1019682,1,1,1,0
GEN24_1019697,1,2,1,1
GEN24_1019701,1,2,1,1
GEN24_1019707,1,2,1,1
GEN24_1019716,1,1,1,0
GEN24_1019728,1,2,1,1
GEN24_1019731,1,1,1,1
GEN24_1019740,1,2,1,1
GEN24_1019746,1,1,0,1
GEN24_1019751,1,5,1,1
GEN24_1019759,1,2,1,1
GEN24_1019763,1,1,0,1
GEN24_1019766,1,1,1,1
GEN24_1019768,1,2,1,1
GEN24_1019776,1,1,1,0
GEN24_1019802,1,1,1,1
GEN24_1019809,1,3,1,1
GEN24_1019833,1,1,1,1
GEN24_1019834,1,1,0,1
GEN24_1019837,1,3,1,1
GEN24_1019839,1,2,0,1
GEN24_1019854,1,1,1,0
GEN24_1019859,1,1,1,0
GEN24_1019861,1,1,1,1
GEN24_1019869,1,1,0,1
GEN24_1019876,1,1,1,1
GEN24_1019878,1,1,1,0
GEN24_1019879,1,1,1,1
GEN24_1019880,1,2,1,1
GEN24_1019883,1,1,1,1
GEN24_1019884,1,1,1,0
GEN24_1019908,1,1,1,0
GEN24_1019910,1,1,0,1
GEN24_1019915,1,1,1,0
GEN24_1019924,1,1,1,1
GEN24_1019926,1,1,0,1
GEN24_1019931,1,1,1,1
GEN24_1019933,1,1,1,1
GEN24_1019941,1,2,1,1
GEN24_1019987,1,2,1,1
GEN24_1019990,1,5,1,1
GEN24_1019992,1,2,1,0
GEN24_1019994,1,1,1,0
GEN24_1020022,1,1,0,1
GEN24_1020041,1,1,0,1
GEN24_1020042,1,1,0,1
GEN24_1020072,1,1,1,0
GEN24_1020081,1,1,1,0
GEN24_1020181,1,1,0,1
GEN24_1020203,1,1,1,0
GEN24_1020233,1,1,1,0
GEN24_1020235,1,1,1,0
GEN24_1020279,1,1,1,1
GEN24_1020332,1,1,0,1
GEN24_1020343,1,1,1,0
GEN24_1020364,1,1,0,1
GEN24_1020369,1,1,0,1
GEN24_1020376,1,1,1,0
GEN24_1020387,1,2,1,1
GEN24_1020396,1,1,1,0
GEN24_1020424,1,1,0,1
GEN24_1020447,1,1,1,0
GEN24_1020455,1,1,1,0
GEN24_1020460,1,2,1,1
GEN24_1020463,1,2,1,1
GEN24_1020484,1,1,1,0
GEN24_1020497,1,2,0,1
GEN24_1020505,1,1,0,1
GEN24_1020519,1,1,0,1
GEN24_1020538,1,1,0,1
GEN24_1020539,1,1,0,1
GEN24_1020550,1,1,1,1
GEN24_1020555,1,1,1,0
GEN24_1020558,1,1,0,1
GEN24_1020570,1,2,1,1
GEN24_1020572,1,1,0,1
GEN24_1020578,1,1,0,1
GEN24_1020601,1,1,1,0
GEN24_1020604,1,1,1,0
GEN24_1020617,1,1,1,1
GEN24_1020630,1,1,0,1
GEN24_1020635,1,1,1,0
GEN24_1020636,1,2,1,1
GEN24_1020650,1,1,0,1
GEN24_1020686,1,5,1,1
GEN24_1020689,1,1,1,1
GEN24_1020690,1,1,1,1
GEN24_1020700,1,1,1,1
GEN24_1020703,1,1,1,0
GEN24_1020721,1,1,1,1
GEN24_1020764,1,1,1,1
GEN24_1020767,1,1,1,0
GEN24_1020768,1,1,1,0
GEN24_1020789,1,1,1,0
GEN24_1020797,1,4,1,1
GEN24_1020814,1,1,0,1
GEN24_1020847,1,1,0,1
GEN24_1020889,1,1,1,0
GEN24_1020892,1,1,1,0
GEN24_1020904,1,1,1,0
GEN24_1020926,1,1,1,0
GEN24_1020930,1,1,1,0
GEN24_1020941,1,1,1,1
GEN24_1020954,1,1,0,1
GEN24_1020956,1,2,1,0
GEN24_1020957,1,1,1,1
GEN24_1020959,1,3,1,1
GEN24_1021003,1,1,1,0
GEN24_1021022,1,2,1,1
GEN24_1021034,1,1,1,0
GEN24_1021039,1,1,0,1
GEN24_1021056,1,1,0,1
GEN24_1021063,1,1,0,1
GEN24_1021073,1,1,1,0
GEN24_1021096,1,1,1,0
GEN24_1021098,1,1,1,0
GEN24_1021101,1,2,1,1
GEN24_1021114,1,1,0,1
GEN24_1021119,1,2,0,1
GEN24_1021126,1,1,1,0
GEN24_1021131,1,1,1,1
GEN24_1021133,1,2,1,1
GEN24_1021136,1,1,1,1
GEN24_1021139,1,1,0,1
GEN24_1021161,1,1,0,1
GEN24_1021204,1,1,0,1
GEN24_1021206,1,1,1,1
GEN24_1021207,1,1,1,0
GEN24_1021212,1,1,1,1
GEN24_1021233,1,1,1,0
GEN24_1021275,1,1,1,1
GEN24_1021292,1,1,1,0
GEN24_1021297,1,3,1,1
GEN24_1021303,1,2,1,1
GEN24_1021308,1,1,1,0
GEN24_1021313,1,1,1,1
GEN24_1021314,1,1,1,0
GEN24_1021317,1,1,0,1
GEN24_1021356,1,1,1,0
GEN24_1021408,1,1,1,0
GEN24_1021419,1,2,0,1
GEN24_1021420,1,1,1,1
GEN24_1021434,1,2,1,0
GEN24_1021468,1,1,0,1
GEN24_1021488,1,1,0,1
GEN24_1021491,1,1,0,1
GEN24_1021492,1,2,1,1
GEN24_1021495,1,1,0,1
GEN24_1021498,1,1,0,1
GEN24_1021501,1,1,0,1
GEN24_1021518,1,2,1,0
GEN24_1021521,1,2,1,0
GEN24_1021540,1,2,1,1
GEN24_1021542,1,1,1,0
GEN24_1021552,1,1,1,0
GEN24_1021594,1,1,1,1
GEN24_1021614,1,1,0,1
GEN24_1021616,1,1,1,0
GEN24_1021657,1,2,1,1
GEN24_1021658,1,2,1,1
GEN24_1021686,1,1,1,1
GEN24_1021691,1,2,1,1
GEN24_1021702,1,1,1,0
GEN24_1021712,1,2,1,1
GEN24_1021716,1,1,1,0
GEN24_1021750,1,1,0,1
GEN24_1021751,1,1,1,1
GEN24_1021757,1,2,1,1
GEN24_1021769,1,2,1,1
GEN24_1021773,1,1,1,0
GEN24_1021776,1,2,1,0
GEN24_1021780,1,1,1,0
GEN24_1021791,1,2,1,1
GEN24_1021793,1,1,0,1
GEN24_1021815,1,1,1,0
GEN24_1021840,1,1,1,1
GEN24_1021847,1,1,1,0
GEN24_1021858,1,1,1,0
GEN24_1021869,1,1,1,1
GEN24_1021871,1,1,1,0
GEN24_1021925,1,3,1,1
GEN24_1021932,1,1,0,1
GEN24_1021968,1,1,1,0
GEN24_1021984,1,2,1,0
GEN24_1021985,1,1,1,0
GEN24_1021992,1,1,1,0
GEN24_1021994,1,1,1,1
GEN24_1022056,1,1,1,0
GEN24_1022063,1,1,0,1
GEN24_1022070,1,1,1,0
GEN24_1022072,1,1,0,1
GEN24_1022075,1,1,1,0
GEN24_1022079,1,1,0,1
GEN24_1022082,1,1,0,1
GEN24_1022099,1,1,1,0
GEN24_1022104,1,3,1,1
GEN24_1022107,1,1,1,0
GEN24_1022120,1,3,1,1
GEN24_1022127,1,1,0,1
GEN24_1022139,1,3,1,1
GEN24_1022142,1,2,1,1
GEN24_1022153,1,1,1,0
GEN24_1022156,1,1,1,0
GEN24_1022159,1,1,1,0
GEN24_1022163,1,1,1,1
GEN24_1022196,1,1,0,1
GEN24_1022202,1,2,1,1
GEN24_1022203,1,1,1,0
GEN24_1022210,1,1,1,0
GEN24_1022260,1,2,1,1
GEN24_1022265,1,3,1,1
GEN24_1022275,1,1,0,1
GEN24_1022280,1,2,1,1
GEN24_1022289,1,2,1,1
GEN24_1022290,1,1,1,0
GEN24_1022294,1,1,1,0
GEN24_1022298,1,1,1,0
GEN24_1022310,1,1,1,0
GEN24_1022320,1,1,0,1
GEN24_1022323,1,1,1,0
GEN24_1022324,1,1,1,1
GEN24_1022327,1,1,1,1
GEN24_1022328,1,1,1,0
GEN24_1022331,1,1,0,1
GEN24_1022333,1,1,0,1
GEN24_1022340,1,1,1,1
GEN24_1022345,1,2,1,1
GEN24_1022357,1,2,1,1
GEN24_1022365,1,1,1,0
GEN24_1022398,1,2,1,1
GEN24_1022402,1,1,0,1
GEN24_1022440,1,1,0,1
GEN24_1022481,1,1,1,1
GEN24_1022482,1,1,0,1
GEN24_1022485,1,2,0,1
GEN24_1022489,1,1,0,1
GEN24_1022494,1,1,1,1
GEN24_1022501,1,1,1,0
GEN24_1022509,1,1,0,1
GEN24_1022520,1,1,1,1
GEN24_1022531,1,2,1,1
GEN24_1022537,1,1,1,0
GEN24_1022544,1,1,0,1
GEN24_1022557,1,1,0,1
GEN24_1022571,1,1,0,1
GEN24_1022607,1,2,1,1
GEN24_1022624,1,1,1,1
GEN24_1022629,1,1,1,1
GEN24_1022630,1,1,1,0
GEN24_1022633,1,1,1,1
GEN24_1022645,1,2,0,1
GEN24_1022646,1,3,1,0
GEN24_1022655,1,1,0,1
GEN24_1022660,1,1,1,0
GEN24_1022661,1,1,1,0
GEN24_1022687,1,1,1,0
GEN24_1022688,1,1,1,0
GEN24_1022704,1,1,0,1
GEN24_1022761,1,1,0,1
GEN24_1022770,1,10,1,1
GEN24_1022791,1,1,1,0
GEN24_1022792,1,3,1,1
GEN24_1022809,1,9,1,1
GEN24_1022810,1,1,1,1
GEN24_1022817,1,1,0,1
GEN24_1022821,1,1,1,0
GEN24_1022837,1,4,1,0
GEN24_1022849,1,1,1,1
GEN24_1022860,1,1,1,0
GEN24_1022893,1,5,1,1
GEN24_1022896,1,1,1,0
GEN24_1022899,1,2,1,1
GEN24_1022903,1,2,1,1
GEN24_1022908,1,1,0,1
GEN24_1022912,1,1,1,1
GEN24_1022926,1,1,1,0
GEN24_1022949,1,3,1,1
GEN24_1022957,1,1,0,1
GEN24_1022982,1,1,1,1
GEN24_1023004,1,1,1,0
GEN24_1023008,1,6,1,1
GEN24_1023032,1,1,0,1
GEN24_1023033,1,1,0,1
GEN24_1023063,1,1,1,0
GEN24_1023069,1,1,1,0
GEN24_1023083,1,2,1,0
GEN24_1023089,1,2,1,1
GEN24_1023092,1,2,1,1
GEN24_1023101,1,1,1,0
GEN24_1023104,1,1,1,0
GEN24_1023115,1,2,1,1
GEN24_1023120,1,2,0,1
GEN24_1023142,1,4,1,1
GEN24_1023147,1,2,1,1
GEN24_1023152,1,1,0,1
GEN24_1023163,1,2,1,1
GEN24_1023172,1,1,0,1
GEN24_1023176,1,1,1,0
GEN24_1023225,1,1,0,1
GEN24_1023233,1,3,1,0
GEN24_1023235,1,1,1,0
GEN24_1023239,1,1,1,0
GEN24_1023244,1,1,1,0
GEN24_1023255,1,1,1,0
GEN24_1023259,1,1,0,1
GEN24_1023263,1,1,0,1
GEN24_1023268,1,4,1,1
GEN24_1023284,1,1,0,1
GEN24_1023286,1,1,0,1
GEN24_1023290,1,1,1,1
GEN24_1023292,1,1,1,1
GEN24_1023296,1,1,1,0
GEN24_1023302,1,1,1,1
GEN24_1023307,1,1,0,1
GEN24_1023311,1,2,1,1
GEN24_1023314,1,1,1,0
GEN24_1023330,1,1,1,0
GEN24_1023349,1,1,1,0
GEN24_1023352,1,1,1,1
GEN24_1023353,1,2,1,1
GEN24_1023358,1,4,0,1
GEN24_1023360,1,1,1,1
GEN24_1023368,1,1,0,1
GEN24_1023371,1,1,1,1
GEN24_1023399,1,3,0,1
GEN24_1023424,1,2,1,1
GEN24_1023441,1,1,1,0
GEN24_1023442,1,1,1,1
GEN24_1023489,1,3,1,1
GEN24_1023519,1,1,1,0
GEN24_1023536,1,1,0,1
GEN24_1023551,1,1,1,1
GEN24_1023559,1,1,1,0
GEN24_1023564,1,1,1,1
GEN24_1023569,1,1,0,1
GEN24_1023581,1,1,1,0
GEN24_1023586,1,1,0,1
GEN24_1023602,1,1,1,0
GEN24_1023603,1,1,1,1
GEN24_1023623,1,1,0,1
GEN24_1023628,1,1,1,0
GEN24_1023642,1,1,1,1
GEN24_1023644,1,4,1,1
GEN24_1023649,1,1,0,1
GEN24_1023650,1,1,0,1
GEN24_1023654,1,1,0,1
GEN24_1023658,1,1,0,1
GEN24_1023716,1,1,1,0
GEN24_1023720,1,2,1,1
GEN24_1023728,1,1,1,0
GEN24_1023733,1,1,0,1
GEN24_1023761,1,1,1,0
GEN24_1023762,1,5,1,1
GEN24_1023775,1,1,1,0
GEN24_1023777,1,2,0,1
GEN24_1023796,1,1,0,1
GEN24_1023810,1,2,0,1
GEN24_1023812,1,3,1,1
GEN24_1023820,1,1,1,1
GEN24_1023822,1,2,1,1
GEN24_1023823,1,1,0,1
GEN24_1023824,1,1,0,1
GEN24_1023826,1,1,1,1
GEN24_1023834,1,1,0,1
GEN24_1023837,1,2,1,1
GEN24_1023855,1,1,1,0
GEN24_1023860,1,1,1,0
GEN24_1023861,1,1,1,1
GEN24_1023880,1,1,1,1
GEN24_1023895,1,1,1,0
GEN24_1023897,1,1,0,1
GEN24_1023902,1,1,0,1
GEN24_1023909,1,1,1,1
GEN24_1023915,1,1,1,1
GEN24_1023918,1,1,1,1
GEN24_1023934,1,1,1,0
GEN24_1023936,1,1,1,1
GEN24_1023959,1,1,0,1
GEN24_1023970,1,2,1,1
GEN24_1023978,1,2,0,1
GEN24_1023980,1,1,1,0
GEN24_1023989,1,1,0,1
GEN24_1024001,1,1,1,1
GEN24_1024012,1,3,1,1
GEN24_1024013,1,1,1,0
GEN24_1024033,1,2,1,1
GEN24_1024050,1,1,1,1
GEN24_1024095,1,2,0,1
GEN24_1024103,1,1,0,1
GEN24_1024116,1,1,0,1
GEN24_1024123,1,1,1,1
GEN24_1024145,1,1,1,0
GEN24_1024152,1,1,1,0
GEN24_1024155,1,1,1,0
GEN24_1024156,1,2,1,0
GEN24_1024157,1,1,1,0
GEN24_1024161,1,1,1,0
GEN24_1024182,1,1,1,0
GEN24_1024184,1,1,0,1
GEN24_1024199,1,5,1,0
GEN24_1024211,1,3,1,0
GEN24_1024253,1,2,1,1
GEN24_1024335,1,2,1,1
GEN24_1024336,1,2,1,1
GEN24_1024342,1,1,1,1
GEN24_1024364,1,1,0,1
GEN24_1024387,1,1,0,1
GEN24_1024390,1,1,1,1
GEN24_1024391,1,1,0,1
GEN24_1024397,1,1,1,0
GEN24_1024436,1,2,1,1
GEN24_1024453,1,1,1,0
GEN24_1024463,1,1,1,0
GEN24_1024474,1,2,1,0
GEN24_1024509,1,1,1,0
GEN24_1024529,1,2,1,0
GEN24_1024538,1,1,1,0
GEN24_1024564,1,3,1,1
GEN24_1024566,1,3,1,1
GEN24_1024567,1,1,1,1
GEN24_1024570,1,1,1,1
GEN24_1024577,1,1,1,1
GEN24_1024581,1,1,1,1
GEN24_1024596,1,2,1,1
GEN24_1024598,1,1,0,1
GEN24_1024607,1,3,1,1
GEN24_1024635,1,1,1,0
GEN24_1024663,1,2,0,1
GEN24_1024682,1,1,1,1
GEN24_1024706,1,2,1,0
GEN24_1024726,1,2,1,1
GEN24_1024729,1,1,0,1
GEN24_1024741,1,3,1,1
GEN24_1024756,1,1,0,1
GEN24_1024769,1,1,1,1
GEN24_1024775,1,1,1,0
GEN24_1024800,1,2,1,0
GEN24_1024803,1,1,0,1
GEN24_1024821,1,1,1,1
GEN24_1024845,1,1,0,1
GEN24_1024850,1,2,1,1
GEN24_1024877,1,1,0,1
GEN24_1024906,1,2,1,1
GEN24_1024920,1,1,1,0
GEN24_1024965,1,1,1,1
GEN24_1024971,1,1,0,1
GEN24_1024981,1,2,1,1
GEN24_1024998,1,1,1,1
GEN24_1025040,1,3,1,1
GEN24_1025071,1,7,1,1
GEN24_1025076,1,1,1,1
GEN24_1025089,1,2,0,1
GEN24_1025100,1,1,1,0
GEN24_1025134,1,1,0,1
GEN24_1025140,1,1,1,1
GEN24_1025156,1,2,1,1
GEN24_1025207,1,1,1,1
GEN24_1025213,1,2,1,1
GEN24_1025250,1,1,0,1
GEN24_1025255,1,2,1,1
GEN24_1025258,1,1,1,0
GEN24_1025263,1,1,1,0
GEN24_1025265,1,1,0,1
GEN24_1025296,1,1,1,1
GEN24_1025303,1,2,1,0
GEN24_1025308,1,2,1,1
GEN24_1025335,1,1,0,1
GEN24_1025360,1,3,1,1
GEN24_1025371,1,1,0,1
GEN24_1025380,1,4,1,0
GEN24_1025414,1,2,1,1
GEN24_1025433,1,1,0,1
GEN24_1025443,1,1,1,0
GEN24_1025452,1,1,0,1
GEN24_1025456,1,2,1,1
GEN24_1025463,1,1,0,1
